"Time","A2H050"
00:00:00 01/10/1998,       0.200
00:00:00 01/11/1998,       0.240
00:00:00 01/12/1998,       0.694
00:00:00 01/01/1999,       0.662
00:00:00 01/02/1999,       0.639
00:00:00 01/03/1999,       0.571
00:00:00 01/04/1999,       0.407
00:00:00 01/05/1999,       0.332
00:00:00 01/06/1999,       0.362
00:00:00 01/07/1999,       0.290
00:00:00 01/08/1999,       0.266
00:00:00 01/09/1999,       0.231
00:00:00 01/10/1999,       0.212
00:00:00 01/11/1999,       0.170
00:00:00 01/12/1999,       0.386
00:00:00 01/01/2000,       0.533
00:00:00 01/02/2000,       1.019
00:00:00 01/03/2000,       3.849
00:00:00 01/04/2000,       2.741
00:00:00 01/05/2000,       1.651
00:00:00 01/06/2000,       1.187
00:00:00 01/07/2000,       0.942
00:00:00 01/08/2000,       0.769
00:00:00 01/09/2000,       0.520
00:00:00 01/10/2000,       0.525
00:00:00 01/11/2000,       0.821
00:00:00 01/12/2000,       0.949
00:00:00 01/01/2001,       1.671
00:00:00 01/02/2001,       0.357
00:00:00 01/03/2001,       0.554
00:00:00 01/04/2001,       0.664
00:00:00 01/05/2001,       0.424
00:00:00 01/06/2001,       0.537
00:00:00 01/07/2001,       0.341
00:00:00 01/08/2001,       0.306
00:00:00 01/09/2001,       0.260
00:00:00 01/10/2001,       0.446
00:00:00 01/11/2001,       0.500
00:00:00 01/12/2001,       0.923
00:00:00 01/01/2002,       0.579
00:00:00 01/02/2002,       0.689
00:00:00 01/03/2002,       0.808
00:00:00 01/04/2002,       0.654
00:00:00 01/05/2002,       0.418
00:00:00 01/06/2002,       0.387
00:00:00 01/07/2002,       0.741
00:00:00 01/08/2002,""
00:00:00 01/09/2002,""
00:00:00 01/10/2002,       0.235
00:00:00 01/11/2002,       0.269
00:00:00 01/12/2002,       0.170
00:00:00 01/01/2003,       0.602
00:00:00 01/02/2003,       0.508
00:00:00 01/03/2003,       0.402
00:00:00 01/04/2003,       0.368
00:00:00 01/05/2003,       0.212
00:00:00 01/06/2003,       0.193
00:00:00 01/07/2003,       0.239
00:00:00 01/08/2003,       0.233
00:00:00 01/09/2003,       0.230
00:00:00 01/10/2003,       0.184
00:00:00 01/11/2003,       0.225
00:00:00 01/12/2003,       0.534
00:00:00 01/01/2004,       0.232
00:00:00 01/02/2004,       0.486
00:00:00 01/03/2004,       0.876
00:00:00 01/04/2004,       0.770
00:00:00 01/05/2004,       0.592
00:00:00 01/06/2004,       0.359
00:00:00 01/07/2004,       0.383
00:00:00 01/08/2004,       0.398
00:00:00 01/09/2004,       0.309
00:00:00 01/10/2004,       0.247
00:00:00 01/11/2004,       0.254
00:00:00 01/12/2004,       0.226
00:00:00 01/01/2005,       0.539
00:00:00 01/02/2005,       0.925
00:00:00 01/03/2005,       0.505
00:00:00 01/04/2005,       0.628
00:00:00 01/05/2005,       0.719
00:00:00 01/06/2005,       0.409
00:00:00 01/07/2005,       0.348
00:00:00 01/08/2005,       0.326
00:00:00 01/09/2005,       0.308
00:00:00 01/10/2005,       0.235
00:00:00 01/11/2005,       0.309
00:00:00 01/12/2005,       0.426
00:00:00 01/01/2006,       0.453
00:00:00 01/02/2006,       1.404
00:00:00 01/03/2006,       3.119
00:00:00 01/04/2006,       1.429
00:00:00 01/05/2006,       0.731
00:00:00 01/06/2006,       0.515
00:00:00 01/07/2006,       0.456
00:00:00 01/08/2006,       0.409
00:00:00 01/09/2006,       0.457
00:00:00 01/10/2006,       0.333
00:00:00 01/11/2006,""
00:00:00 01/12/2006,       0.625
00:00:00 01/01/2007,       0.794
00:00:00 01/02/2007,       0.779
00:00:00 01/03/2007,       0.418
00:00:00 01/04/2007,       0.327
00:00:00 01/05/2007,       0.463
00:00:00 01/06/2007,       0.364
00:00:00 01/07/2007,       0.476
00:00:00 01/08/2007,       0.388
00:00:00 01/09/2007,       0.344
00:00:00 01/10/2007,       0.363
00:00:00 01/11/2007,       0.707
00:00:00 01/12/2007,       0.674
00:00:00 01/01/2008,       0.824
00:00:00 01/02/2008,       1.904
00:00:00 01/03/2008,       1.330
00:00:00 01/04/2008,       1.526
00:00:00 01/05/2008,       0.848
00:00:00 01/06/2008,       0.725
00:00:00 01/07/2008,       0.598
00:00:00 01/08/2008,       0.504
00:00:00 01/09/2008,       0.449
00:00:00 01/10/2008,       0.368
00:00:00 01/11/2008,       0.403
00:00:00 01/12/2008,       0.909
00:00:00 01/01/2009,       0.989
00:00:00 01/02/2009,       1.307
00:00:00 01/03/2009,       1.384
00:00:00 01/04/2009,       0.903
00:00:00 01/05/2009,       0.532
00:00:00 01/06/2009,       0.558
00:00:00 01/07/2009,       0.540
00:00:00 01/08/2009,       0.503
00:00:00 01/09/2009,       0.514
00:00:00 01/10/2009,       0.436
00:00:00 01/11/2009,       0.614
00:00:00 01/12/2009,       0.856
00:00:00 01/01/2010,       1.028
00:00:00 01/02/2010,       1.807
00:00:00 01/03/2010,       1.637
00:00:00 01/04/2010,       1.105
00:00:00 01/05/2010,       1.780
00:00:00 01/06/2010,       1.380
00:00:00 01/07/2010,       0.827
00:00:00 01/08/2010,       0.728
00:00:00 01/09/2010,       0.603
00:00:00 01/10/2010,       0.486
00:00:00 01/11/2010,       0.537
00:00:00 01/12/2010,       0.598
00:00:00 01/01/2011,       2.507
00:00:00 01/02/2011,       3.699
00:00:00 01/03/2011,       1.824
00:00:00 01/04/2011,       1.590
00:00:00 01/05/2011,       1.408
00:00:00 01/06/2011,       1.013
00:00:00 01/07/2011,       1.116
00:00:00 01/08/2011,       0.806
00:00:00 01/09/2011,       0.710
00:00:00 01/10/2011,       0.579
00:00:00 01/11/2011,       0.767
00:00:00 01/12/2011,       1.040
00:00:00 01/01/2012,       1.089
00:00:00 01/02/2012,       1.315
00:00:00 01/03/2012,       2.466
00:00:00 01/04/2012,       1.509
00:00:00 01/05/2012,       1.035
00:00:00 01/06/2012,       0.890
00:00:00 01/07/2012,       0.905
00:00:00 01/08/2012,       0.925
00:00:00 01/09/2012,       0.835
00:00:00 01/10/2012,       1.236
00:00:00 01/11/2012,       0.946
00:00:00 01/12/2012,       0.844
00:00:00 01/01/2013,       0.934
00:00:00 01/02/2013,       1.034
00:00:00 01/03/2013,       0.681
00:00:00 01/04/2013,       0.596
00:00:00 01/05/2013,       1.203
00:00:00 01/06/2013,       0.626
00:00:00 01/07/2013,       0.584
00:00:00 01/08/2013,       0.566
00:00:00 01/09/2013,       0.509
00:00:00 01/10/2013,       0.447
00:00:00 01/11/2013,       0.654
00:00:00 01/12/2013,       0.809
00:00:00 01/01/2014,       1.252
00:00:00 01/02/2014,       1.253
00:00:00 01/03/2014,       1.800
00:00:00 01/04/2014,       0.674
00:00:00 01/05/2014,       0.525
00:00:00 01/06/2014,       0.700
00:00:00 01/07/2014,       0.738
00:00:00 01/08/2014,       0.692
00:00:00 01/09/2014,       0.666
00:00:00 01/10/2014,       0.566
00:00:00 01/11/2014,       0.495
00:00:00 01/12/2014,       0.921
00:00:00 01/01/2015,       1.582
00:00:00 01/02/2015,       1.394
00:00:00 01/03/2015,       1.510
00:00:00 01/04/2015,       1.687
00:00:00 01/05/2015,       1.966
00:00:00 01/06/2015,       1.569
00:00:00 01/07/2015,       1.379
00:00:00 01/08/2015,       0.741
00:00:00 01/09/2015,       0.684
00:00:00 01/10/2015,       0.903
00:00:00 01/11/2015,       0.539
00:00:00 01/12/2015,       0.529
00:00:00 01/01/2016,       0.609
00:00:00 01/02/2016,       1.105
00:00:00 01/03/2016,       0.775
00:00:00 01/04/2016,       2.323
00:00:00 01/05/2016,       0.670
00:00:00 01/06/2016,       0.888
00:00:00 01/07/2016,       0.692
00:00:00 01/08/2016,       0.669
00:00:00 01/09/2016,       0.595
00:00:00 01/10/2016,       0.516
00:00:00 01/11/2016,       0.568
00:00:00 01/12/2016,       0.860
00:00:00 01/01/2017,       1.111
00:00:00 01/02/2017,       1.779
00:00:00 01/03/2017,       2.770
00:00:00 01/04/2017,       2.068
00:00:00 01/05/2017,       1.179
00:00:00 01/06/2017,       0.920
00:00:00 01/07/2017,       0.917
00:00:00 01/08/2017,""
00:00:00 01/09/2017,       0.520
00:00:00 01/10/2017,       0.445
00:00:00 01/11/2017,       0.752
00:00:00 01/12/2017,       0.879
00:00:00 01/01/2018,       1.109
00:00:00 01/02/2018,       0.503
00:00:00 01/03/2018,       0.896
00:00:00 01/04/2018,       1.962
00:00:00 01/05/2018,       1.057
00:00:00 01/06/2018,""
