"Time","A2H033"
00:00:00 01/08/1990,       0.083
00:00:00 01/09/1990,       0.079
00:00:00 01/10/1990,       0.077
00:00:00 01/11/1990,       0.073
00:00:00 01/12/1990,       0.074
00:00:00 01/01/1991,       0.073
00:00:00 01/02/1991,       0.072
00:00:00 01/03/1991,       0.077
00:00:00 01/04/1991,       0.096
00:00:00 01/05/1991,       0.108
00:00:00 01/06/1991,       0.104
00:00:00 01/07/1991,       0.094
00:00:00 01/08/1991,       0.094
00:00:00 01/09/1991,       0.094
00:00:00 01/10/1991,       0.091
00:00:00 01/11/1991,       0.082
00:00:00 01/12/1991,       0.076
00:00:00 01/01/1992,       0.088
00:00:00 01/02/1992,       0.089
00:00:00 01/03/1992,       0.084
00:00:00 01/04/1992,       0.079
00:00:00 01/05/1992,       0.079
00:00:00 01/06/1992,       0.076
00:00:00 01/07/1992,       0.078
00:00:00 01/08/1992,       0.089
00:00:00 01/09/1992,       0.083
00:00:00 01/10/1992,       0.078
00:00:00 01/11/1992,       0.072
00:00:00 01/12/1992,       0.071
00:00:00 01/01/1993,       0.068
00:00:00 01/02/1993,       0.065
00:00:00 01/03/1993,       0.067
00:00:00 01/04/1993,       0.071
00:00:00 01/05/1993,       0.080
00:00:00 01/06/1993,       0.079
00:00:00 01/07/1993,       0.063
00:00:00 01/08/1993,       0.063
00:00:00 01/09/1993,       0.063
00:00:00 01/10/1993,       0.065
00:00:00 01/11/1993,       0.062
00:00:00 01/12/1993,       0.061
00:00:00 01/01/1994,       0.062
00:00:00 01/02/1994,       0.069
00:00:00 01/03/1994,       0.070
00:00:00 01/04/1994,       0.074
00:00:00 01/05/1994,       0.075
00:00:00 01/06/1994,       0.066
00:00:00 01/07/1994,       0.061
00:00:00 01/08/1994,       0.056
00:00:00 01/09/1994,       0.056
00:00:00 01/10/1994,       0.059
00:00:00 01/11/1994,       0.064
00:00:00 01/12/1994,       0.063
00:00:00 01/01/1995,       0.062
00:00:00 01/02/1995,       0.062
00:00:00 01/03/1995,       0.063
00:00:00 01/04/1995,       0.067
00:00:00 01/05/1995,       0.077
00:00:00 01/06/1995,       0.070
00:00:00 01/07/1995,       0.077
00:00:00 01/08/1995,       0.068
00:00:00 01/09/1995,       0.067
00:00:00 01/10/1995,       0.066
00:00:00 01/11/1995,       0.065
00:00:00 01/12/1995,       0.068
00:00:00 01/01/1996,       0.091
00:00:00 01/02/1996,       0.110
00:00:00 01/03/1996,""
00:00:00 01/04/1996,""
00:00:00 01/05/1996,       0.201
00:00:00 01/06/1996,       0.190
00:00:00 01/07/1996,       0.170
00:00:00 01/08/1996,       0.158
00:00:00 01/09/1996,       0.155
00:00:00 01/10/1996,       0.146
00:00:00 01/11/1996,       0.128
00:00:00 01/12/1996,       0.123
00:00:00 01/01/1997,       0.121
00:00:00 01/02/1997,       0.275
00:00:00 01/03/1997,       0.150
00:00:00 01/04/1997,""
00:00:00 01/05/1997,""
00:00:00 01/06/1997,       0.293
00:00:00 01/07/1997,       0.311
00:00:00 01/08/1997,       0.333
00:00:00 01/09/1997,       0.306
00:00:00 01/10/1997,""
00:00:00 01/11/1997,""
00:00:00 01/12/1997,       0.234
00:00:00 01/01/1998,       0.226
00:00:00 01/02/1998,       0.209
00:00:00 01/03/1998,       0.205
00:00:00 01/04/1998,       0.203
00:00:00 01/05/1998,       0.203
00:00:00 01/06/1998,       0.196
00:00:00 01/07/1998,       0.178
00:00:00 01/08/1998,       0.173
00:00:00 01/09/1998,       0.166
00:00:00 01/10/1998,       0.161
00:00:00 01/11/1998,       0.161
00:00:00 01/12/1998,       0.173
00:00:00 01/01/1999,       0.179
00:00:00 01/02/1999,       0.198
00:00:00 01/03/1999,       0.204
00:00:00 01/04/1999,       0.184
00:00:00 01/05/1999,       0.173
00:00:00 01/06/1999,       0.167
00:00:00 01/07/1999,       0.163
00:00:00 01/08/1999,       0.154
00:00:00 01/09/1999,       0.152
00:00:00 01/10/1999,       0.148
00:00:00 01/11/1999,       0.145
00:00:00 01/12/1999,       0.142
00:00:00 01/01/2000,       0.134
00:00:00 01/02/2000,       0.136
00:00:00 01/03/2000,       0.199
00:00:00 01/04/2000,       0.271
00:00:00 01/05/2000,       0.315
00:00:00 01/06/2000,       0.329
00:00:00 01/07/2000,       0.320
00:00:00 01/08/2000,       0.305
00:00:00 01/09/2000,       0.291
00:00:00 01/10/2000,       0.267
00:00:00 01/11/2000,       0.274
00:00:00 01/12/2000,""
00:00:00 01/01/2001,""
00:00:00 01/02/2001,""
00:00:00 01/03/2001,       0.289
00:00:00 01/04/2001,       0.264
00:00:00 01/05/2001,       0.245
00:00:00 01/06/2001,       0.258
00:00:00 01/07/2001,       0.270
00:00:00 01/08/2001,       0.262
00:00:00 01/09/2001,       0.256
00:00:00 01/10/2001,       0.248
00:00:00 01/11/2001,       0.240
00:00:00 01/12/2001,       0.230
00:00:00 01/01/2002,       0.230
00:00:00 01/02/2002,       0.251
00:00:00 01/03/2002,       0.243
00:00:00 01/04/2002,       0.224
00:00:00 01/05/2002,       0.232
00:00:00 01/06/2002,       0.227
00:00:00 01/07/2002,       0.207
00:00:00 01/08/2002,       0.203
00:00:00 01/09/2002,       0.197
00:00:00 01/10/2002,       0.179
00:00:00 01/11/2002,       0.179
00:00:00 01/12/2002,       0.178
00:00:00 01/01/2003,       0.179
00:00:00 01/02/2003,       0.226
00:00:00 01/03/2003,       0.197
00:00:00 01/04/2003,       0.187
00:00:00 01/05/2003,       0.171
00:00:00 01/06/2003,       0.170
00:00:00 01/07/2003,       0.168
00:00:00 01/08/2003,       0.175
00:00:00 01/09/2003,       0.166
00:00:00 01/10/2003,       0.169
00:00:00 01/11/2003,       0.170
00:00:00 01/12/2003,       0.159
00:00:00 01/01/2004,       0.160
00:00:00 01/02/2004,       0.148
00:00:00 01/03/2004,       0.144
00:00:00 01/04/2004,       0.153
00:00:00 01/05/2004,       0.167
00:00:00 01/06/2004,       0.164
00:00:00 01/07/2004,       0.147
00:00:00 01/08/2004,       0.151
00:00:00 01/09/2004,       0.147
00:00:00 01/10/2004,       0.150
00:00:00 01/11/2004,       0.143
00:00:00 01/12/2004,       0.143
00:00:00 01/01/2005,       0.276
00:00:00 01/02/2005,""
00:00:00 01/03/2005,""
00:00:00 01/04/2005,""
00:00:00 01/05/2005,""
00:00:00 01/06/2005,""
00:00:00 01/07/2005,""
00:00:00 01/08/2005,""
00:00:00 01/09/2005,       0.152
00:00:00 01/10/2005,       0.150
00:00:00 01/11/2005,       0.146
00:00:00 01/12/2005,       0.150
00:00:00 01/01/2006,       0.142
00:00:00 01/02/2006,       0.190
00:00:00 01/03/2006,       0.174
00:00:00 01/04/2006,       0.210
00:00:00 01/05/2006,       0.193
00:00:00 01/06/2006,       0.180
00:00:00 01/07/2006,       0.175
00:00:00 01/08/2006,       0.170
00:00:00 01/09/2006,       0.168
00:00:00 01/10/2006,       0.177
00:00:00 01/11/2006,       0.182
00:00:00 01/12/2006,       0.184
00:00:00 01/01/2007,       0.154
00:00:00 01/02/2007,       0.158
00:00:00 01/03/2007,       0.167
00:00:00 01/04/2007,       0.148
00:00:00 01/05/2007,       0.142
00:00:00 01/06/2007,       0.148
00:00:00 01/07/2007,       0.138
00:00:00 01/08/2007,       0.133
00:00:00 01/09/2007,       0.137
00:00:00 01/10/2007,       0.134
00:00:00 01/11/2007,       0.129
00:00:00 01/12/2007,       0.123
00:00:00 01/01/2008,       0.128
00:00:00 01/02/2008,       0.136
00:00:00 01/03/2008,       0.145
00:00:00 01/04/2008,       0.154
00:00:00 01/05/2008,       0.165
00:00:00 01/06/2008,       0.183
00:00:00 01/07/2008,       0.184
00:00:00 01/08/2008,       0.174
00:00:00 01/09/2008,       0.169
00:00:00 01/10/2008,       0.165
00:00:00 01/11/2008,       0.163
00:00:00 01/12/2008,       0.167
00:00:00 01/01/2009,       0.159
00:00:00 01/02/2009,       0.157
00:00:00 01/03/2009,""
00:00:00 01/04/2009,       0.140
00:00:00 01/05/2009,       0.145
00:00:00 01/06/2009,       0.144
00:00:00 01/07/2009,       0.138
00:00:00 01/08/2009,       0.134
00:00:00 01/09/2009,       0.132
00:00:00 01/10/2009,       0.129
00:00:00 01/11/2009,       0.128
00:00:00 01/12/2009,       0.131
00:00:00 01/01/2010,       0.150
00:00:00 01/02/2010,       0.150
00:00:00 01/03/2010,       0.159
00:00:00 01/04/2010,       0.175
00:00:00 01/05/2010,       0.175
00:00:00 01/06/2010,       0.190
00:00:00 01/07/2010,       0.195
00:00:00 01/08/2010,       0.189
00:00:00 01/09/2010,       0.185
00:00:00 01/10/2010,       0.164
00:00:00 01/11/2010,       0.159
00:00:00 01/12/2010,       0.155
00:00:00 01/01/2011,       0.150
00:00:00 01/02/2011,       0.161
00:00:00 01/03/2011,       0.191
00:00:00 01/04/2011,       0.225
00:00:00 01/05/2011,       0.264
00:00:00 01/06/2011,       0.273
00:00:00 01/07/2011,       0.264
00:00:00 01/08/2011,       0.254
00:00:00 01/09/2011,       0.246
00:00:00 01/10/2011,       0.237
00:00:00 01/11/2011,""
00:00:00 01/12/2011,       0.226
00:00:00 01/01/2012,       0.222
00:00:00 01/02/2012,       0.224
00:00:00 01/03/2012,       0.222
00:00:00 01/04/2012,       0.215
00:00:00 01/05/2012,       0.213
00:00:00 01/06/2012,       0.209
00:00:00 01/07/2012,       0.206
00:00:00 01/08/2012,       0.194
00:00:00 01/09/2012,""
00:00:00 01/10/2012,""
00:00:00 01/11/2012,""
00:00:00 01/12/2012,       0.176
00:00:00 01/01/2013,       0.172
00:00:00 01/02/2013,       0.169
00:00:00 01/03/2013,       0.167
00:00:00 01/04/2013,       0.168
00:00:00 01/05/2013,       0.163
00:00:00 01/06/2013,       0.159
00:00:00 01/07/2013,       0.157
00:00:00 01/08/2013,       0.157
00:00:00 01/09/2013,       0.158
00:00:00 01/10/2013,       0.156
00:00:00 01/11/2013,       0.155
00:00:00 01/12/2013,       0.152
00:00:00 01/01/2014,       0.154
00:00:00 01/02/2014,       0.149
00:00:00 01/03/2014,       0.155
00:00:00 01/04/2014,       0.195
00:00:00 01/05/2014,       0.234
00:00:00 01/06/2014,       0.234
00:00:00 01/07/2014,       0.223
00:00:00 01/08/2014,       0.213
00:00:00 01/09/2014,       0.205
00:00:00 01/10/2014,       0.192
00:00:00 01/11/2014,       0.189
00:00:00 01/12/2014,       0.186
00:00:00 01/01/2015,       0.180
00:00:00 01/02/2015,       0.179
00:00:00 01/03/2015,       0.173
00:00:00 01/04/2015,       0.172
00:00:00 01/05/2015,""
00:00:00 01/06/2015,       0.155
00:00:00 01/07/2015,       0.161
00:00:00 01/08/2015,       0.161
00:00:00 01/09/2015,       0.158
00:00:00 01/10/2015,       0.155
00:00:00 01/11/2015,       0.153
00:00:00 01/12/2015,       0.154
00:00:00 01/01/2016,""
00:00:00 01/02/2016,""
00:00:00 01/03/2016,""
00:00:00 01/04/2016,""
00:00:00 01/05/2016,""
00:00:00 01/06/2016,""
00:00:00 01/07/2016,""
00:00:00 01/08/2016,""
00:00:00 01/09/2016,""
00:00:00 01/10/2016,""
00:00:00 01/11/2016,""
00:00:00 01/12/2016,""
00:00:00 01/01/2017,""
00:00:00 01/02/2017,""
00:00:00 01/03/2017,""
00:00:00 01/04/2017,""
00:00:00 01/05/2017,""
00:00:00 01/06/2017,""
00:00:00 01/07/2017,""
00:00:00 01/08/2017,""
00:00:00 01/09/2017,""
00:00:00 01/10/2017,""
00:00:00 01/11/2017,""
00:00:00 01/12/2017,""
00:00:00 01/01/2018,""
00:00:00 01/02/2018,""
00:00:00 01/03/2018,""
00:00:00 01/04/2018,""
00:00:00 01/05/2018,""
00:00:00 01/06/2018,""
00:00:00 01/07/2018,""
00:00:00 01/08/2018,""
00:00:00 01/09/2018,""
00:00:00 01/10/2018,""
00:00:00 01/11/2018,""
00:00:00 01/12/2018,""
00:00:00 01/01/2019,""
00:00:00 01/02/2019,""
00:00:00 01/03/2019,""
00:00:00 01/04/2019,""
00:00:00 01/05/2019,""
00:00:00 01/06/2019,""
00:00:00 01/07/2019,""
00:00:00 01/08/2019,""
