"Time","A2H047"
00:00:00 01/05/1997,       0.563
00:00:00 01/06/1997,       0.782
00:00:00 01/07/1997,       0.331
00:00:00 01/08/1997,       0.260
00:00:00 01/09/1997,       0.203
00:00:00 01/10/1997,       0.390
00:00:00 01/11/1997,""
00:00:00 01/12/1997,       0.533
00:00:00 01/01/1998,       0.391
00:00:00 01/02/1998,       1.160
00:00:00 01/03/1998,       0.745
00:00:00 01/04/1998,       0.285
00:00:00 01/05/1998,       0.195
00:00:00 01/06/1998,       0.172
00:00:00 01/07/1998,       0.188
00:00:00 01/08/1998,""
00:00:00 01/09/1998,""
00:00:00 01/10/1998,""
00:00:00 01/11/1998,""
00:00:00 01/12/1998,""
00:00:00 01/01/1999,""
00:00:00 01/02/1999,""
00:00:00 01/03/1999,""
00:00:00 01/04/1999,""
00:00:00 01/05/1999,""
00:00:00 01/06/1999,""
00:00:00 01/07/1999,""
00:00:00 01/08/1999,""
00:00:00 01/09/1999,""
00:00:00 01/10/1999,""
00:00:00 01/11/1999,""
00:00:00 01/12/1999,""
00:00:00 01/01/2000,""
00:00:00 01/02/2000,""
00:00:00 01/03/2000,""
00:00:00 01/04/2000,""
00:00:00 01/05/2000,""
00:00:00 01/06/2000,""
00:00:00 01/07/2000,""
00:00:00 01/08/2000,""
00:00:00 01/09/2000,""
00:00:00 01/10/2000,       0.256
00:00:00 01/11/2000,       0.319
00:00:00 01/12/2000,       0.479
00:00:00 01/01/2001,       0.690
00:00:00 01/02/2001,       0.179
00:00:00 01/03/2001,       0.487
00:00:00 01/04/2001,       0.426
00:00:00 01/05/2001,""
00:00:00 01/06/2001,""
00:00:00 01/07/2001,""
00:00:00 01/08/2001,       0.116
00:00:00 01/09/2001,       0.084
00:00:00 01/10/2001,       0.392
00:00:00 01/11/2001,       0.506
00:00:00 01/12/2001,""
00:00:00 01/01/2002,       0.393
00:00:00 01/02/2002,       0.636
00:00:00 01/03/2002,""
00:00:00 01/04/2002,       0.191
00:00:00 01/05/2002,       0.128
00:00:00 01/06/2002,       0.154
00:00:00 01/07/2002,       0.206
00:00:00 01/08/2002,       0.108
00:00:00 01/09/2002,       0.137
00:00:00 01/10/2002,       0.083
00:00:00 01/11/2002,       0.304
00:00:00 01/12/2002,       0.106
00:00:00 01/01/2003,       0.321
00:00:00 01/02/2003,       0.396
00:00:00 01/03/2003,       0.343
00:00:00 01/04/2003,       0.278
00:00:00 01/05/2003,       0.088
00:00:00 01/06/2003,       0.077
00:00:00 01/07/2003,       0.119
00:00:00 01/08/2003,       0.081
00:00:00 01/09/2003,       0.073
00:00:00 01/10/2003,       0.064
00:00:00 01/11/2003,       0.215
00:00:00 01/12/2003,       0.368
00:00:00 01/01/2004,       0.135
00:00:00 01/02/2004,       0.427
00:00:00 01/03/2004,       0.710
00:00:00 01/04/2004,       0.331
00:00:00 01/05/2004,       0.230
00:00:00 01/06/2004,       0.092
00:00:00 01/07/2004,       0.135
00:00:00 01/08/2004,       0.136
00:00:00 01/09/2004,       0.102
00:00:00 01/10/2004,""
00:00:00 01/11/2004,       0.147
00:00:00 01/12/2004,""
00:00:00 01/01/2005,       0.849
00:00:00 01/02/2005,       1.089
00:00:00 01/03/2005,       0.429
00:00:00 01/04/2005,       0.474
00:00:00 01/05/2005,       0.611
00:00:00 01/06/2005,       0.169
00:00:00 01/07/2005,""
00:00:00 01/08/2005,""
00:00:00 01/09/2005,""
00:00:00 01/10/2005,       0.078
00:00:00 01/11/2005,       0.205
00:00:00 01/12/2005,       0.426
00:00:00 01/01/2006,""
00:00:00 01/02/2006,       2.245
00:00:00 01/03/2006,       1.867
00:00:00 01/04/2006,""
00:00:00 01/05/2006,""
00:00:00 01/06/2006,       0.187
00:00:00 01/07/2006,       0.174
00:00:00 01/08/2006,       0.165
00:00:00 01/09/2006,       0.274
00:00:00 01/10/2006,       0.110
00:00:00 01/11/2006,       0.395
00:00:00 01/12/2006,       0.467
00:00:00 01/01/2007,""
00:00:00 01/02/2007,       0.453
00:00:00 01/03/2007,       0.162
00:00:00 01/04/2007,       0.138
00:00:00 01/05/2007,       0.275
00:00:00 01/06/2007,       0.115
00:00:00 01/07/2007,       0.253
00:00:00 01/08/2007,       0.122
00:00:00 01/09/2007,       0.119
00:00:00 01/10/2007,       0.205
00:00:00 01/11/2007,       0.512
00:00:00 01/12/2007,       0.504
00:00:00 01/01/2008,       0.599
00:00:00 01/02/2008,       1.194
00:00:00 01/03/2008,       1.082
00:00:00 01/04/2008,       1.352
00:00:00 01/05/2008,       0.325
00:00:00 01/06/2008,       0.397
00:00:00 01/07/2008,       0.269
00:00:00 01/08/2008,       0.203
00:00:00 01/09/2008,       0.180
00:00:00 01/10/2008,       0.145
00:00:00 01/11/2008,       0.327
00:00:00 01/12/2008,       0.551
00:00:00 01/01/2009,       0.681
00:00:00 01/02/2009,       1.046
00:00:00 01/03/2009,       1.201
00:00:00 01/04/2009,       0.483
00:00:00 01/05/2009,       0.181
00:00:00 01/06/2009,       0.256
00:00:00 01/07/2009,       0.222
00:00:00 01/08/2009,       0.167
00:00:00 01/09/2009,       0.215
00:00:00 01/10/2009,""
00:00:00 01/11/2009,""
00:00:00 01/12/2009,""
00:00:00 01/01/2010,       0.823
00:00:00 01/02/2010,       1.879
00:00:00 01/03/2010,       0.955
00:00:00 01/04/2010,       0.840
00:00:00 01/05/2010,       0.926
00:00:00 01/06/2010,       0.574
00:00:00 01/07/2010,       0.280
00:00:00 01/08/2010,       0.259
00:00:00 01/09/2010,       0.227
00:00:00 01/10/2010,       0.179
00:00:00 01/11/2010,       0.240
00:00:00 01/12/2010,       0.324
00:00:00 01/01/2011,       1.523
00:00:00 01/02/2011,       1.250
00:00:00 01/03/2011,       0.599
00:00:00 01/04/2011,       0.874
00:00:00 01/05/2011,       0.702
00:00:00 01/06/2011,       0.400
00:00:00 01/07/2011,       0.539
00:00:00 01/08/2011,       0.302
00:00:00 01/09/2011,       0.264
00:00:00 01/10/2011,       0.201
00:00:00 01/11/2011,       0.418
00:00:00 01/12/2011,       0.653
00:00:00 01/01/2012,       0.699
00:00:00 01/02/2012,       0.745
00:00:00 01/03/2012,       0.858
00:00:00 01/04/2012,       0.516
00:00:00 01/05/2012,       0.244
00:00:00 01/06/2012,       0.188
00:00:00 01/07/2012,       0.173
00:00:00 01/08/2012,       0.171
00:00:00 01/09/2012,       0.148
00:00:00 01/10/2012,       0.499
00:00:00 01/11/2012,       0.439
00:00:00 01/12/2012,       0.711
00:00:00 01/01/2013,       0.965
00:00:00 01/02/2013,       0.981
00:00:00 01/03/2013,       0.483
00:00:00 01/04/2013,       0.318
00:00:00 01/05/2013,       0.898
00:00:00 01/06/2013,       0.211
00:00:00 01/07/2013,       0.165
00:00:00 01/08/2013,       0.172
00:00:00 01/09/2013,       0.163
00:00:00 01/10/2013,       0.144
00:00:00 01/11/2013,       0.411
00:00:00 01/12/2013,       0.628
00:00:00 01/01/2014,       0.832
00:00:00 01/02/2014,       0.944
00:00:00 01/03/2014,       2.056
00:00:00 01/04/2014,       1.724
00:00:00 01/05/2014,       0.418
00:00:00 01/06/2014,       0.290
00:00:00 01/07/2014,       0.308
00:00:00 01/08/2014,""
00:00:00 01/09/2014,       0.340
00:00:00 01/10/2014,       0.250
00:00:00 01/11/2014,       0.216
00:00:00 01/12/2014,       0.731
00:00:00 01/01/2015,       0.633
00:00:00 01/02/2015,""
00:00:00 01/03/2015,""
00:00:00 01/04/2015,""
00:00:00 01/05/2015,       0.331
00:00:00 01/06/2015,       0.169
00:00:00 01/07/2015,       0.163
00:00:00 01/08/2015,       0.225
00:00:00 01/09/2015,       0.168
00:00:00 01/10/2015,       0.316
00:00:00 01/11/2015,       0.104
00:00:00 01/12/2015,       0.250
00:00:00 01/01/2016,       0.398
00:00:00 01/02/2016,       1.324
00:00:00 01/03/2016,       0.602
00:00:00 01/04/2016,       2.554
00:00:00 01/05/2016,       0.294
00:00:00 01/06/2016,       0.532
00:00:00 01/07/2016,       0.341
00:00:00 01/08/2016,       0.360
00:00:00 01/09/2016,       0.239
00:00:00 01/10/2016,""
00:00:00 01/11/2016,       0.539
00:00:00 01/12/2016,""
00:00:00 01/01/2017,       0.802
00:00:00 01/02/2017,       1.798
00:00:00 01/03/2017,       1.913
00:00:00 01/04/2017,       0.507
00:00:00 01/05/2017,       0.408
00:00:00 01/06/2017,       0.246
00:00:00 01/07/2017,       0.173
00:00:00 01/08/2017,""
00:00:00 01/09/2017,       0.150
00:00:00 01/10/2017,       0.105
00:00:00 01/11/2017,""
00:00:00 01/12/2017,""
00:00:00 01/01/2018,""
00:00:00 01/02/2018,""
00:00:00 01/03/2018,""
00:00:00 01/04/2018,""
00:00:00 01/05/2018,""
00:00:00 01/06/2018,""
00:00:00 01/07/2018,""
