"Time","A2H117"
00:00:00 01/11/2014,""
00:00:00 01/12/2014,       2.934
00:00:00 01/01/2015,       1.844
00:00:00 01/02/2015,       3.286
00:00:00 01/03/2015,       4.192
00:00:00 01/04/2015,       3.814
00:00:00 01/05/2015,       2.619
00:00:00 01/06/2015,       1.523
00:00:00 01/07/2015,       2.870
00:00:00 01/08/2015,       2.828
00:00:00 01/09/2015,       3.250
00:00:00 01/10/2015,       3.370
00:00:00 01/11/2015,       4.370
00:00:00 01/12/2015,       3.446
00:00:00 01/01/2016,       4.070
00:00:00 01/02/2016,       2.335
00:00:00 01/03/2016,       3.710
00:00:00 01/04/2016,       1.659
00:00:00 01/05/2016,       2.689
00:00:00 01/06/2016,       1.363
00:00:00 01/07/2016,       2.192
00:00:00 01/08/2016,       2.247
00:00:00 01/09/2016,""
00:00:00 01/10/2016,       3.353
00:00:00 01/11/2016,       3.380
00:00:00 01/12/2016,""
00:00:00 01/01/2017,       3.043
00:00:00 01/02/2017,""
00:00:00 01/03/2017,       1.117
00:00:00 01/04/2017,       2.133
00:00:00 01/05/2017,""
00:00:00 01/06/2017,       1.410
00:00:00 01/07/2017,       2.581
00:00:00 01/08/2017,       2.133
00:00:00 01/09/2017,       2.889
00:00:00 01/10/2017,       3.594
00:00:00 01/11/2017,       3.051
00:00:00 01/12/2017,""
00:00:00 01/01/2018,""
00:00:00 01/02/2018,       3.715
00:00:00 01/03/2018,       2.776
00:00:00 01/04/2018,       2.425
00:00:00 01/05/2018,       2.983
00:00:00 01/06/2018,       1.802
00:00:00 01/07/2018,       2.087
00:00:00 01/08/2018,       2.246
00:00:00 01/09/2018,       2.733
00:00:00 01/10/2018,       3.965
00:00:00 01/11/2018,       3.460
00:00:00 01/12/2018,       3.318
00:00:00 01/01/2019,       3.486
00:00:00 01/02/2019,       2.284
00:00:00 01/03/2019,       2.212
00:00:00 01/04/2019,       3.515
00:00:00 01/05/2019,       1.697
00:00:00 01/06/2019,       1.717
00:00:00 01/07/2019,       2.410
00:00:00 01/08/2019,""
