A2H012,,
,,
,,
Date,Time,Discharge in cumecs
1/10/1990,12:00:00,2.769
1/11/1990,12:00:00,3.278
1/12/1990,12:00:00,2.552
1/1/1991,12:00:00,5.813
1/2/1991,12:00:00,7.071
1/3/1991,12:00:00,11.019
1/4/1991,12:00:00,10.028
1/5/1991,12:00:00,3.924
1/6/1991,12:00:00,3.514
1/7/1991,12:00:00,3.534
1/8/1991,12:00:00,3.276
1/9/1991,12:00:00,2.993
1/10/1991,12:00:00,2.827
1/11/1991,12:00:00,3.927
1/12/1991,12:00:00,3.233
1/1/1992,12:00:00,6.266
1/2/1992,12:00:00,3.557
1/3/1992,12:00:00,2.816
1/4/1992,12:00:00,2.385
1/5/1992,12:00:00,2.799
1/6/1992,12:00:00,2.443
1/7/1992,12:00:00,2.856
1/8/1992,12:00:00,2.77
1/9/1992,12:00:00,3.128
1/10/1992,12:00:00,2.388
1/11/1992,12:00:00,2.627
1/12/1992,12:00:00,6.92
1/1/1993,12:00:00,6.072
1/2/1993,12:00:00,5.308
1/3/1993,12:00:00,5.854
1/4/1993,12:00:00,6.305
1/5/1993,12:00:00,4.187
1/6/1993,12:00:00,3.304
1/7/1993,12:00:00,3.278
1/8/1993,12:00:00,3.164
1/9/1993,12:00:00,3.155
1/10/1993,12:00:00,2.843
1/11/1993,12:00:00,12.314
1/12/1993,12:00:00,7.501
1/1/1994,12:00:00,7.132
1/2/1994,12:00:00,9.612
1/3/1994,12:00:00,18.26
1/4/1994,12:00:00,7.042
1/5/1994,12:00:00,5.316
1/6/1994,12:00:00,4.057
1/7/1994,12:00:00,4.181
1/8/1994,12:00:00,4.209
1/9/1994,12:00:00,3.914
1/10/1994,12:00:00,3.404
1/11/1994,12:00:00,5.186
1/12/1994,12:00:00,5.682
1/1/1995,12:00:00,8.817
1/2/1995,12:00:00,8.477
1/3/1995,12:00:00,5.49
1/4/1995,12:00:00,10.443
1/5/1995,12:00:00,6.42
1/6/1995,12:00:00,5.449
1/7/1995,12:00:00,4.564
1/8/1995,12:00:00,4.307
1/9/1995,12:00:00,4.006
1/10/1995,12:00:00,3.41
1/11/1995,12:00:00,5.242
1/12/1995,12:00:00,12.239
1/1/1996,12:00:00,21.907
1/2/1996,12:00:00,20.72
1/3/1996,12:00:00,61.308
1/4/1996,12:00:00,16.66
1/5/1996,12:00:00,12.221
1/6/1996,12:00:00,9.27
1/7/1996,12:00:00,7.425
1/8/1996,12:00:00,6.703
1/9/1996,12:00:00,6.258
1/10/1996,12:00:00,5.003
1/11/1996,12:00:00,6.587
1/12/1996,12:00:00,7.572
1/1/1997,12:00:00,13.07
1/2/1997,12:00:00,17.976
1/3/1997,12:00:00,8.914
1/4/1997,12:00:00,49.873
1/5/1997,12:00:00,20.245
1/6/1997,12:00:00,19.726
1/7/1997,12:00:00,13.8
1/8/1997,12:00:00,10.236
1/9/1997,12:00:00,8.451
1/10/1997,12:00:00,9.795
1/11/1997,12:00:00,
1/12/1997,12:00:00,10.557
1/1/1998,12:00:00,10.092
1/2/1998,12:00:00,19.441
1/3/1998,12:00:00,10.948
1/4/1998,12:00:00,7.991
1/5/1998,12:00:00,6.126
1/6/1998,12:00:00,5.324
1/7/1998,12:00:00,5.516
1/8/1998,12:00:00,5.44
1/9/1998,12:00:00,5.054
1/10/1998,12:00:00,5.426
1/11/1998,12:00:00,7.258
1/12/1998,12:00:00,15.58
1/1/1999,12:00:00,15.457
1/2/1999,12:00:00,12.349
1/3/1999,12:00:00,8.729
1/4/1999,12:00:00,7.31
1/5/1999,12:00:00,6.739
1/6/1999,12:00:00,7.702
1/7/1999,12:00:00,6.018
1/8/1999,12:00:00,5.533
1/9/1999,12:00:00,5.037
1/10/1999,12:00:00,4.931
1/11/1999,12:00:00,4.615
1/12/1999,12:00:00,6.433
1/1/2000,12:00:00,10.565
1/2/2000,12:00:00,17.422
1/3/2000,12:00:00,61.883
1/4/2000,12:00:00,27.101
1/5/2000,12:00:00,16.414
1/6/2000,12:00:00,9.889
1/7/2000,12:00:00,7.421
1/8/2000,12:00:00,6.339
1/9/2000,12:00:00,5.556
1/10/2000,12:00:00,5.86
1/11/2000,12:00:00,9.97
1/12/2000,12:00:00,12.192
1/1/2001,12:00:00,16.546
1/2/2001,12:00:00,6.195
1/3/2001,12:00:00,9.748
1/4/2001,12:00:00,9.479
1/5/2001,12:00:00,5.649
1/6/2001,12:00:00,7.943
1/7/2001,12:00:00,5.3
1/8/2001,12:00:00,4.922
1/9/2001,12:00:00,4.315
1/10/2001,12:00:00,7.53
1/11/2001,12:00:00,7.21
1/12/2001,12:00:00,12.756
1/1/2002,12:00:00,8.544
1/2/2002,12:00:00,8.387
1/3/2002,12:00:00,8.487
1/4/2002,12:00:00,6.575
1/5/2002,12:00:00,4.441
1/6/2002,12:00:00,4.096
1/7/2002,12:00:00,5.965
1/8/2002,12:00:00,4.256
1/9/2002,12:00:00,4.198
1/10/2002,12:00:00,3.507
1/11/2002,12:00:00,4.558
1/12/2002,12:00:00,4.142
1/1/2003,12:00:00,7.216
1/2/2003,12:00:00,7.06
1/3/2003,12:00:00,7.251
1/4/2003,12:00:00,6.146
1/5/2003,12:00:00,3.477
1/6/2003,12:00:00,3.271
1/7/2003,12:00:00,4.059
1/8/2003,12:00:00,3.73
1/9/2003,12:00:00,3.495
1/10/2003,12:00:00,3.221
1/11/2003,12:00:00,
1/12/2003,12:00:00,
1/1/2004,12:00:00,
1/2/2004,12:00:00,
1/3/2004,12:00:00,
1/4/2004,12:00:00,
1/5/2004,12:00:00,10.619
1/6/2004,12:00:00,7.854
1/7/2004,12:00:00,7.626
1/8/2004,12:00:00,7.895
1/9/2004,12:00:00,7.183
1/10/2004,12:00:00,6.459
1/11/2004,12:00:00,6.822
1/12/2004,12:00:00,6.969
1/1/2005,12:00:00,12.376
1/2/2005,12:00:00,
1/3/2005,12:00:00,10.602
1/4/2005,12:00:00,10.726
1/5/2005,12:00:00,12.767
1/6/2005,12:00:00,7.548
1/7/2005,12:00:00,7.115
1/8/2005,12:00:00,7.283
1/9/2005,12:00:00,6.971
1/10/2005,12:00:00,5.917
1/11/2005,12:00:00,6.537
1/12/2005,12:00:00,10.379
1/1/2006,12:00:00,9.637
1/2/2006,12:00:00,21.613
1/3/2006,12:00:00,29.246
1/4/2006,12:00:00,19.181
1/5/2006,12:00:00,11.108
1/6/2006,12:00:00,9.025
1/7/2006,12:00:00,8.524
1/8/2006,12:00:00,8.008
1/9/2006,12:00:00,9.639
1/10/2006,12:00:00,7.613
1/11/2006,12:00:00,8.573
1/12/2006,12:00:00,13.667
1/1/2007,12:00:00,16.899
1/2/2007,12:00:00,21.156
1/3/2007,12:00:00,
1/4/2007,12:00:00,7.769
1/5/2007,12:00:00,8.943
1/6/2007,12:00:00,7.593
1/7/2007,12:00:00,9.872
1/8/2007,12:00:00,8.239
1/9/2007,12:00:00,8.097
1/10/2007,12:00:00,8.475
1/11/2007,12:00:00,16.121
1/12/2007,12:00:00,11.441
1/1/2008,12:00:00,16.218
1/2/2008,12:00:00,27.057
1/3/2008,12:00:00,18.113
1/4/2008,12:00:00,23.213
1/5/2008,12:00:00,12.806
1/6/2008,12:00:00,13.07
1/7/2008,12:00:00,11.425
1/8/2008,12:00:00,10.857
1/9/2008,12:00:00,10.375
1/10/2008,12:00:00,8.239
1/11/2008,12:00:00,10.363
1/12/2008,12:00:00,16.689
1/1/2009,12:00:00,15.162
1/2/2009,12:00:00,25.304
1/3/2009,12:00:00,24.901
1/4/2009,12:00:00,21.344
1/5/2009,12:00:00,10.625
1/6/2009,12:00:00,11.64
1/7/2009,12:00:00,12.267
1/8/2009,12:00:00,11.269
1/9/2009,12:00:00,11.25
1/10/2009,12:00:00,10.276
1/11/2009,12:00:00,12.703
1/12/2009,12:00:00,18.36
1/1/2010,12:00:00,20.941
1/2/2010,12:00:00,40.33
1/3/2010,12:00:00,27.767
1/4/2010,12:00:00,17.875
1/5/2010,12:00:00,25.395
1/6/2010,12:00:00,21.645
1/7/2010,12:00:00,13.679
1/8/2010,12:00:00,12.894
1/9/2010,12:00:00,11.566
1/10/2010,12:00:00,10.135
1/11/2010,12:00:00,10.346
1/12/2010,12:00:00,12.906
1/1/2011,12:00:00,30.178
1/2/2011,12:00:00,47.225
1/3/2011,12:00:00,23.74
1/4/2011,12:00:00,31.441
1/5/2011,12:00:00,22.707
1/6/2011,12:00:00,16.979
1/7/2011,12:00:00,17.87
1/8/2011,12:00:00,13.279
1/9/2011,12:00:00,12.534
1/10/2011,12:00:00,10.929
1/11/2011,12:00:00,15.457
1/12/2011,12:00:00,17.3
1/1/2012,12:00:00,25.006
1/2/2012,12:00:00,22.705
1/3/2012,12:00:00,22.369
1/4/2012,12:00:00,16.018
1/5/2012,12:00:00,12.775
1/6/2012,12:00:00,11.05
1/7/2012,12:00:00,11.45
1/8/2012,12:00:00,11.295
1/9/2012,12:00:00,10.875
1/10/2012,12:00:00,17.858
1/11/2012,12:00:00,15.039
1/12/2012,12:00:00,
1/1/2013,12:00:00,21.187
1/2/2013,12:00:00,16.706
1/3/2013,12:00:00,16.948
1/4/2013,12:00:00,13.201
1/5/2013,12:00:00,20.908
1/6/2013,12:00:00,11.911
1/7/2013,12:00:00,11.052
1/8/2013,12:00:00,11.354
1/9/2013,12:00:00,10.875
1/10/2013,12:00:00,10.206
1/11/2013,12:00:00,14.234
1/12/2013,12:00:00,18.288
1/1/2014,12:00:00,25.939
1/2/2014,12:00:00,15.509
1/3/2014,12:00:00,39.682
1/4/2014,12:00:00,55.604
1/5/2014,12:00:00,19.469
1/6/2014,12:00:00,15.597
1/7/2014,12:00:00,15.225
1/8/2014,12:00:00,15.566
1/9/2014,12:00:00,14.18
1/10/2014,12:00:00,12.362
1/11/2014,12:00:00,11.995
1/12/2014,12:00:00,18.431
1/1/2015,12:00:00,25.166
1/2/2015,12:00:00,21.037
1/3/2015,12:00:00,16.277
1/4/2015,12:00:00,16.949
1/5/2015,12:00:00,13.998
1/6/2015,12:00:00,11.486
1/7/2015,12:00:00,11.541
1/8/2015,12:00:00,12.685
1/9/2015,12:00:00,11.481
1/10/2015,12:00:00,12.885
1/11/2015,12:00:00,9.542
1/12/2015,12:00:00,12.267
1/1/2016,12:00:00,12.8
1/2/2016,12:00:00,17.227
1/3/2016,12:00:00,16.758
1/4/2016,12:00:00,29.073
1/5/2016,12:00:00,11.475
1/6/2016,12:00:00,15.474
1/7/2016,12:00:00,12.51
1/8/2016,12:00:00,12.423
1/9/2016,12:00:00,11.377
1/10/2016,12:00:00,10.162
1/11/2016,12:00:00,11.448
1/12/2016,12:00:00,21.015
1/1/2017,12:00:00,16.066
1/2/2017,12:00:00,27.445
1/3/2017,12:00:00,35.106
1/4/2017,12:00:00,18.669
1/5/2017,12:00:00,17.999
1/6/2017,12:00:00,13.963
1/7/2017,12:00:00,11.911
1/8/2017,12:00:00,11.928
1/9/2017,12:00:00,11.235
1/10/2017,12:00:00,10.077
1/11/2017,12:00:00,15.286
1/12/2017,12:00:00,16.267
1/1/2018,12:00:00,
1/2/2018,12:00:00,
1/3/2018,12:00:00,17.587
1/4/2018,12:00:00,34.813
1/5/2018,12:00:00,17.576
1/6/2018,12:00:00,11.836
1/7/2018,12:00:00,
1/8/2018,12:00:00,13.846
1/9/2018,12:00:00,13.266
1/10/2018,12:00:00,13.793
1/11/2018,12:00:00,19.271
1/12/2018,12:00:00,17.795
1/1/2019,12:00:00,20.769
1/2/2019,12:00:00,
