,A2H008,
,,
,,
Date,Time,Discharge in cumecs 
1/3/1986,12:00:00,0.026
1/4/1986,12:00:00,0.026
1/5/1986,12:00:00,0.026
1/6/1986,12:00:00,0.026
1/7/1986,12:00:00,0.026
1/8/1986,12:00:00,0.025
1/9/1986,12:00:00,0.025
1/10/1986,12:00:00,0.025
1/11/1986,12:00:00,0.025
1/12/1986,12:00:00,0.025
1/1/1987,12:00:00,0.024
1/2/1987,12:00:00,0.024
1/3/1987,12:00:00,0.024
1/4/1987,12:00:00,0.024
1/5/1987,12:00:00,0.024
1/6/1987,12:00:00,0.024
1/7/1987,12:00:00,0.024
1/8/1987,12:00:00,0.024
1/9/1987,12:00:00,0.024
1/10/1987,12:00:00,0.024
1/11/1987,12:00:00,0.024
1/12/1987,12:00:00,0.024
1/1/1988,12:00:00,0.024
1/2/1988,12:00:00,0.024
1/3/1988,12:00:00,0.024
1/4/1988,12:00:00,0.027
1/5/1988,12:00:00,0.029
1/6/1988,12:00:00,0.029
1/7/1988,12:00:00,0.029
1/8/1988,12:00:00,0.029
1/9/1988,12:00:00,0.029
1/10/1988,12:00:00,0.028
1/11/1988,12:00:00,0.026
1/12/1988,12:00:00,0.022
1/1/1989,12:00:00,0.02
1/2/1989,12:00:00,0.019
1/3/1989,12:00:00,0.02
1/4/1989,12:00:00,0.021
1/5/1989,12:00:00,0.019
1/6/1989,12:00:00,0.019
1/7/1989,12:00:00,0.02
1/8/1989,12:00:00,0.024
1/9/1989,12:00:00,0.024
1/10/1989,12:00:00,0.024
1/11/1989,12:00:00,0.024
1/12/1989,12:00:00,0.021
1/1/1990,12:00:00,0.021
1/2/1990,12:00:00,0.013
1/3/1990,12:00:00,0.011
1/4/1990,12:00:00,0.018
1/5/1990,12:00:00,0.019
1/6/1990,12:00:00,0.019
1/7/1990,12:00:00,0.019
1/8/1990,12:00:00,0.019
1/9/1990,12:00:00,0.019
1/10/1990,12:00:00,0.019
1/11/1990,12:00:00,0.017
1/12/1990,12:00:00,0.012
1/1/1991,12:00:00,0.015
1/2/1991,12:00:00,0.015
1/3/1991,12:00:00,0.016
1/4/1991,12:00:00,0.018
1/5/1991,12:00:00,0.019
1/6/1991,12:00:00,0.018
1/7/1991,12:00:00,0.016
1/8/1991,12:00:00,0.015
1/9/1991,12:00:00,0.018
1/10/1991,12:00:00,0.019
1/11/1991,12:00:00,0.013
1/12/1991,12:00:00,0.012
1/1/1992,12:00:00,0.015
1/2/1992,12:00:00,0.015
1/3/1992,12:00:00,0.017
1/4/1992,12:00:00,0.016
1/5/1992,12:00:00,0.015
1/6/1992,12:00:00,0.015
1/7/1992,12:00:00,0.015
1/8/1992,12:00:00,0.015
1/9/1992,12:00:00,0.012
1/10/1992,12:00:00,0.009
1/11/1992,12:00:00,0.013
1/12/1992,12:00:00,0.013
1/1/1993,12:00:00,0.013
1/2/1993,12:00:00,0.013
1/3/1993,12:00:00,0.013
1/4/1993,12:00:00,0.016
1/5/1993,12:00:00,0.019
1/6/1993,12:00:00,0.017
1/7/1993,12:00:00,0.013
1/8/1993,12:00:00,0.011
1/9/1993,12:00:00,0.01
1/10/1993,12:00:00,0.009
1/11/1993,12:00:00,0.007
1/12/1993,12:00:00,
1/1/1994,12:00:00,
1/2/1994,12:00:00,0.007
1/3/1994,12:00:00,0.007
1/4/1994,12:00:00,0.007
1/5/1994,12:00:00,0.007
1/6/1994,12:00:00,0.007
1/7/1994,12:00:00,0.007
1/8/1994,12:00:00,0.007
1/9/1994,12:00:00,0.007
1/10/1994,12:00:00,0.007
1/11/1994,12:00:00,0.007
1/12/1994,12:00:00,0.007
1/1/1995,12:00:00,0.004
1/2/1995,12:00:00,0.002
1/3/1995,12:00:00,0.005
1/4/1995,12:00:00,0.012
1/5/1995,12:00:00,0.012
1/6/1995,12:00:00,0.011
1/7/1995,12:00:00,0.011
1/8/1995,12:00:00,0.01
1/9/1995,12:00:00,0.009
1/10/1995,12:00:00,0.009
1/11/1995,12:00:00,0.009
1/12/1995,12:00:00,0.009
1/1/1996,12:00:00,0.01
1/2/1996,12:00:00,0.011
1/3/1996,12:00:00,0.012
1/4/1996,12:00:00,0.013
1/5/1996,12:00:00,0.013
1/6/1996,12:00:00,0.013
1/7/1996,12:00:00,0.013
1/8/1996,12:00:00,0.013
1/9/1996,12:00:00,0.025
1/10/1996,12:00:00,0.037
1/11/1996,12:00:00,0.039
1/12/1996,12:00:00,0.039
1/1/1997,12:00:00,0.042
1/2/1997,12:00:00,0.045
1/3/1997,12:00:00,0.038
1/4/1997,12:00:00,0.037
1/5/1997,12:00:00,0.039
1/6/1997,12:00:00,0.039
1/7/1997,12:00:00,0.039
1/8/1997,12:00:00,0.039
1/9/1997,12:00:00,0.039
1/10/1997,12:00:00,0.039
1/11/1997,12:00:00,0.039
1/12/1997,12:00:00,0.043
1/1/1998,12:00:00,0.045
1/2/1998,12:00:00,0.045
1/3/1998,12:00:00,0.045
1/4/1998,12:00:00,0.045
1/5/1998,12:00:00,0.045
1/6/1998,12:00:00,0.045
1/7/1998,12:00:00,0.045
1/8/1998,12:00:00,0.045
1/9/1998,12:00:00,0.045
1/10/1998,12:00:00,0.041
1/11/1998,12:00:00,0.036
1/12/1998,12:00:00,0.04
1/1/1999,12:00:00,0.045
1/2/1999,12:00:00,0.045
1/3/1999,12:00:00,0.045
1/4/1999,12:00:00,0.045
1/5/1999,12:00:00,0.045
1/6/1999,12:00:00,0.045
1/7/1999,12:00:00,0.045
1/8/1999,12:00:00,0.069
1/9/1999,12:00:00,0.079
1/10/1999,12:00:00,0.085
1/11/1999,12:00:00,0.062
1/12/1999,12:00:00,0.045
1/1/2000,12:00:00,0.078
1/2/2000,12:00:00,0.102
1/3/2000,12:00:00,0.109
1/4/2000,12:00:00,0.113
1/5/2000,12:00:00,0.124
1/6/2000,12:00:00,0.129
1/7/2000,12:00:00,0.129
1/8/2000,12:00:00,0.129
1/9/2000,12:00:00,0.129
1/10/2000,12:00:00,0.119
1/11/2000,12:00:00,0.122
1/12/2000,12:00:00,0.12
1/1/2001,12:00:00,0.113
1/2/2001,12:00:00,0.113
1/3/2001,12:00:00,0.113
1/4/2001,12:00:00,0.113
1/5/2001,12:00:00,0.136
1/6/2001,12:00:00,0.154
1/7/2001,12:00:00,0.154
1/8/2001,12:00:00,0.154
1/9/2001,12:00:00,0.154
1/10/2001,12:00:00,0.154
1/11/2001,12:00:00,0.154
1/12/2001,12:00:00,0.154
1/1/2002,12:00:00,0.152
1/2/2002,12:00:00,0.095
1/3/2002,12:00:00,0.086
1/4/2002,12:00:00,0.136
1/5/2002,12:00:00,0.154
1/6/2002,12:00:00,0.154
1/7/2002,12:00:00,0.154
1/8/2002,12:00:00,0.154
1/9/2002,12:00:00,0.154
1/10/2002,12:00:00,0.154
1/11/2002,12:00:00,0.154
1/12/2002,12:00:00,0.154
1/1/2003,12:00:00,0.154
1/2/2003,12:00:00,0.154
1/3/2003,12:00:00,0.154
1/4/2003,12:00:00,0.154
1/5/2003,12:00:00,0.154
1/6/2003,12:00:00,0.154
1/7/2003,12:00:00,0.154
1/8/2003,12:00:00,0.154
1/9/2003,12:00:00,0.154
1/10/2003,12:00:00,
