"Time","C2H003"
00:00:00 01/10/1942,      28.086
00:00:00 01/11/1942,      18.862
00:00:00 01/12/1942,      20.330
00:00:00 01/01/1943,     144.840
00:00:00 01/02/1943,      78.207
00:00:00 01/03/1943,      27.978
00:00:00 01/04/1943,      70.542
00:00:00 01/05/1943,      82.418
00:00:00 01/06/1943,     198.489
00:00:00 01/07/1943,      34.496
00:00:00 01/08/1943,     175.370
00:00:00 01/09/1943,      50.630
00:00:00 01/10/1943,     103.314
00:00:00 01/11/1943,     127.375
00:00:00 01/12/1943,     289.593
00:00:00 01/01/1944,     194.112
00:00:00 01/02/1944,     222.035
00:00:00 01/03/1944,     275.170
00:00:00 01/04/1944,     120.752
00:00:00 01/05/1944,      31.759
00:00:00 01/06/1944,      32.100
00:00:00 01/07/1944,      36.529
00:00:00 01/08/1944,      32.457
00:00:00 01/09/1944,      32.252
00:00:00 01/10/1944,      31.989
00:00:00 01/11/1944,      90.590
00:00:00 01/12/1944,      90.058
00:00:00 01/01/1945,      36.558
00:00:00 01/02/1945,      71.828
00:00:00 01/03/1945,      33.784
00:00:00 01/04/1945,     152.729
00:00:00 01/05/1945,      20.978
00:00:00 01/06/1945,      21.895
00:00:00 01/07/1945,      17.147
00:00:00 01/08/1945,      17.184
00:00:00 01/09/1945,      46.644
00:00:00 01/10/1945,      58.135
00:00:00 01/11/1945,      44.363
00:00:00 01/12/1945,      44.239
00:00:00 01/01/1946,      17.704
00:00:00 01/02/1946,      24.181
00:00:00 01/03/1946,      22.582
00:00:00 01/04/1946,      86.602
00:00:00 01/05/1946,      48.907
00:00:00 01/06/1946,      32.660
00:00:00 01/07/1946,      32.256
00:00:00 01/08/1946,      31.902
00:00:00 01/09/1946,      47.898
00:00:00 01/10/1946,      41.820
00:00:00 01/11/1946,      26.487
00:00:00 01/12/1946,      28.215
00:00:00 01/01/1947,      29.716
00:00:00 01/02/1947,      30.259
00:00:00 01/03/1947,      31.062
00:00:00 01/04/1947,      31.512
00:00:00 01/05/1947,      31.949
00:00:00 01/06/1947,      31.876
00:00:00 01/07/1947,      25.980
00:00:00 01/08/1947,      22.003
00:00:00 01/09/1947,      25.956
00:00:00 01/10/1947,      29.642
00:00:00 01/11/1947,      28.256
00:00:00 01/12/1947,      27.735
00:00:00 01/01/1948,      27.858
00:00:00 01/02/1948,      28.963
00:00:00 01/03/1948,      28.435
00:00:00 01/04/1948,      20.937
00:00:00 01/05/1948,      46.766
00:00:00 01/06/1948,      29.017
00:00:00 01/07/1948,      28.791
00:00:00 01/08/1948,      28.469
00:00:00 01/09/1948,      27.775
00:00:00 01/10/1948,      30.083
00:00:00 01/11/1948,      44.663
00:00:00 01/12/1948,      28.168
00:00:00 01/01/1949,      28.180
00:00:00 01/02/1949,      62.957
00:00:00 01/03/1949,      30.230
00:00:00 01/04/1949,      29.424
00:00:00 01/05/1949,      29.318
00:00:00 01/06/1949,      18.372
00:00:00 01/07/1949,      17.570
00:00:00 01/08/1949,      17.217
00:00:00 01/09/1949,      21.126
00:00:00 01/10/1949,      28.657
00:00:00 01/11/1949,      33.070
00:00:00 01/12/1949,      22.259
00:00:00 01/01/1950,      49.429
00:00:00 01/02/1950,      97.009
00:00:00 01/03/1950,      37.077
00:00:00 01/04/1950,     108.481
00:00:00 01/05/1950,      40.943
00:00:00 01/06/1950,      31.094
00:00:00 01/07/1950,      24.108
00:00:00 01/08/1950,      23.139
00:00:00 01/09/1950,      24.068
00:00:00 01/10/1950,      23.859
00:00:00 01/11/1950,      36.588
00:00:00 01/12/1950,      25.052
00:00:00 01/01/1951,      22.113
00:00:00 01/02/1951,      12.848
00:00:00 01/03/1951,      13.359
00:00:00 01/04/1951,      14.281
00:00:00 01/05/1951,      12.059
00:00:00 01/06/1951,      12.074
00:00:00 01/07/1951,      16.054
00:00:00 01/08/1951,      19.239
00:00:00 01/09/1951,      22.788
00:00:00 01/10/1951,      28.630
00:00:00 01/11/1951,      23.462
00:00:00 01/12/1951,      19.066
00:00:00 01/01/1952,      40.079
00:00:00 01/02/1952,      43.662
00:00:00 01/03/1952,      28.953
00:00:00 01/04/1952,      44.793
00:00:00 01/05/1952,      30.660
00:00:00 01/06/1952,      27.936
00:00:00 01/07/1952,      26.170
00:00:00 01/08/1952,      17.451
00:00:00 01/09/1952,      23.520
00:00:00 01/10/1952,      40.589
00:00:00 01/11/1952,      35.185
00:00:00 01/12/1952,      17.635
00:00:00 01/01/1953,      13.203
00:00:00 01/02/1953,      24.747
00:00:00 01/03/1953,     161.171
00:00:00 01/04/1953,     206.554
00:00:00 01/05/1953,      63.434
00:00:00 01/06/1953,      30.048
00:00:00 01/07/1953,      29.890
00:00:00 01/08/1953,      27.476
00:00:00 01/09/1953,      41.166
00:00:00 01/10/1953,      54.276
00:00:00 01/11/1953,      35.174
00:00:00 01/12/1953,      28.252
00:00:00 01/01/1954,      24.861
00:00:00 01/02/1954,      23.706
00:00:00 01/03/1954,      18.857
00:00:00 01/04/1954,      21.750
00:00:00 01/05/1954,      24.064
00:00:00 01/06/1954,      28.169
00:00:00 01/07/1954,      28.028
00:00:00 01/08/1954,      25.269
00:00:00 01/09/1954,      47.628
00:00:00 01/10/1954,      38.865
00:00:00 01/11/1954,      34.664
00:00:00 01/12/1954,      37.423
00:00:00 01/01/1955,      27.669
00:00:00 01/02/1955,      31.014
00:00:00 01/03/1955,     625.805
00:00:00 01/04/1955,     412.752
00:00:00 01/05/1955,      29.630
00:00:00 01/06/1955,      20.169
00:00:00 01/07/1955,      22.922
00:00:00 01/08/1955,      24.493
00:00:00 01/09/1955,      43.286
00:00:00 01/10/1955,      58.562
00:00:00 01/11/1955,      75.609
00:00:00 01/12/1955,      39.889
00:00:00 01/01/1956,      25.883
00:00:00 01/02/1956,      24.905
00:00:00 01/03/1956,      38.197
00:00:00 01/04/1956,      25.189
00:00:00 01/05/1956,      29.666
00:00:00 01/06/1956,      31.406
00:00:00 01/07/1956,      26.211
00:00:00 01/08/1956,      27.306
00:00:00 01/09/1956,      39.245
00:00:00 01/10/1956,      50.853
00:00:00 01/11/1956,      63.059
00:00:00 01/12/1956,      31.073
00:00:00 01/01/1957,     296.303
00:00:00 01/02/1957,     249.326
00:00:00 01/03/1957,      42.396
00:00:00 01/04/1957,      53.596
00:00:00 01/05/1957,      31.209
00:00:00 01/06/1957,      34.845
00:00:00 01/07/1957,      33.086
00:00:00 01/08/1957,      27.716
00:00:00 01/09/1957,      31.074
00:00:00 01/10/1957,     643.514
00:00:00 01/11/1957,     568.387
00:00:00 01/12/1957,     202.088
00:00:00 01/01/1958,     146.461
00:00:00 01/02/1958,     331.639
00:00:00 01/03/1958,      67.631
00:00:00 01/04/1958,      32.435
00:00:00 01/05/1958,      80.251
00:00:00 01/06/1958,      65.768
00:00:00 01/07/1958,      25.608
00:00:00 01/08/1958,      26.018
00:00:00 01/09/1958,      42.968
00:00:00 01/10/1958,      50.614
00:00:00 01/11/1958,      61.239
00:00:00 01/12/1958,      51.207
00:00:00 01/01/1959,      46.070
00:00:00 01/02/1959,      42.369
00:00:00 01/03/1959,      34.869
00:00:00 01/04/1959,      38.979
00:00:00 01/05/1959,      46.861
00:00:00 01/06/1959,      36.006
00:00:00 01/07/1959,      35.080
00:00:00 01/08/1959,      28.807
00:00:00 01/09/1959,      38.815
00:00:00 01/10/1959,      41.559
00:00:00 01/11/1959,      48.796
00:00:00 01/12/1959,      42.852
00:00:00 01/01/1960,      40.299
00:00:00 01/02/1960,      45.261
00:00:00 01/03/1960,      37.710
00:00:00 01/04/1960,      36.055
00:00:00 01/05/1960,      40.776
00:00:00 01/06/1960,      35.122
00:00:00 01/07/1960,      33.156
00:00:00 01/08/1960,      29.017
00:00:00 01/09/1960,      43.128
00:00:00 01/10/1960,      42.267
00:00:00 01/11/1960,      50.214
00:00:00 01/12/1960,      45.266
00:00:00 01/01/1961,      35.856
00:00:00 01/02/1961,      45.196
00:00:00 01/03/1961,      41.172
00:00:00 01/04/1961,      39.961
00:00:00 01/05/1961,      36.310
00:00:00 01/06/1961,      35.082
00:00:00 01/07/1961,      31.056
00:00:00 01/08/1961,      29.615
00:00:00 01/09/1961,      37.119
00:00:00 01/10/1961,      59.065
00:00:00 01/11/1961,      74.662
00:00:00 01/12/1961,      77.726
00:00:00 01/01/1962,      47.938
00:00:00 01/02/1962,      50.009
00:00:00 01/03/1962,      45.433
00:00:00 01/04/1962,      39.857
00:00:00 01/05/1962,      32.710
00:00:00 01/06/1962,      39.924
00:00:00 01/07/1962,      35.624
00:00:00 01/08/1962,      36.474
00:00:00 01/09/1962,      52.002
00:00:00 01/10/1962,      61.882
00:00:00 01/11/1962,      63.050
00:00:00 01/12/1962,      45.089
00:00:00 01/01/1963,      34.462
00:00:00 01/02/1963,      18.227
00:00:00 01/03/1963,      24.238
00:00:00 01/04/1963,      40.584
00:00:00 01/05/1963,      26.068
00:00:00 01/06/1963,      26.878
00:00:00 01/07/1963,      23.112
00:00:00 01/08/1963,      24.997
00:00:00 01/09/1963,      38.974
00:00:00 01/10/1963,      57.703
00:00:00 01/11/1963,      67.203
00:00:00 01/12/1963,      32.477
00:00:00 01/01/1964,      33.486
00:00:00 01/02/1964,      33.498
00:00:00 01/03/1964,      37.591
00:00:00 01/04/1964,      47.296
00:00:00 01/05/1964,      32.930
00:00:00 01/06/1964,      27.645
00:00:00 01/07/1964,      21.123
00:00:00 01/08/1964,      28.786
00:00:00 01/09/1964,      31.918
00:00:00 01/10/1964,      41.833
00:00:00 01/11/1964,      34.734
00:00:00 01/12/1964,      41.735
00:00:00 01/01/1965,     150.201
00:00:00 01/02/1965,     147.077
00:00:00 01/03/1965,      86.345
00:00:00 01/04/1965,      49.270
00:00:00 01/05/1965,      32.946
00:00:00 01/06/1965,      40.578
00:00:00 01/07/1965,      32.863
00:00:00 01/08/1965,      37.865
00:00:00 01/09/1965,      39.359
00:00:00 01/10/1965,      58.345
00:00:00 01/11/1965,      56.971
00:00:00 01/12/1965,      57.019
00:00:00 01/01/1966,      51.332
00:00:00 01/02/1966,      38.301
00:00:00 01/03/1966,       5.780
00:00:00 01/04/1966,      35.025
00:00:00 01/05/1966,      25.157
00:00:00 01/06/1966,      26.240
00:00:00 01/07/1966,      23.168
00:00:00 01/08/1966,      30.932
00:00:00 01/09/1966,      30.824
00:00:00 01/10/1966,      29.695
00:00:00 01/11/1966,      18.511
00:00:00 01/12/1966,      14.733
00:00:00 01/01/1967,      10.041
00:00:00 01/02/1967,       3.031
00:00:00 01/03/1967,     369.019
00:00:00 01/04/1967,      91.113
00:00:00 01/05/1967,      93.898
00:00:00 01/06/1967,      25.000
00:00:00 01/07/1967,       8.023
00:00:00 01/08/1967,      11.903
00:00:00 01/09/1967,      17.337
00:00:00 01/10/1967,      29.725
00:00:00 01/11/1967,      43.079
00:00:00 01/12/1967,      26.715
00:00:00 01/01/1968,      31.548
00:00:00 01/02/1968,      43.319
00:00:00 01/03/1968,      57.569
00:00:00 01/04/1968,       9.589
00:00:00 01/05/1968,       8.135
00:00:00 01/06/1968,       9.679
00:00:00 01/07/1968,      12.388
00:00:00 01/08/1968,      30.434
00:00:00 01/09/1968,      37.586
00:00:00 01/10/1968,      41.463
00:00:00 01/11/1968,      42.304
00:00:00 01/12/1968,      27.545
00:00:00 01/01/1969,      18.161
00:00:00 01/02/1969,      48.015
00:00:00 01/03/1969,      44.130
00:00:00 01/04/1969,      11.024
00:00:00 01/05/1969,       6.461
00:00:00 01/06/1969,       8.130
00:00:00 01/07/1969,       7.650
00:00:00 01/08/1969,       7.630
00:00:00 01/09/1969,      26.774
00:00:00 01/10/1969,      31.722
00:00:00 01/11/1969,      31.734
00:00:00 01/12/1969,      10.904
00:00:00 01/01/1970,       8.404
00:00:00 01/02/1970,      31.689
00:00:00 01/03/1970,      24.891
00:00:00 01/04/1970,      35.982
00:00:00 01/05/1970,      32.487
00:00:00 01/06/1970,      17.025
00:00:00 01/07/1970,      17.355
00:00:00 01/08/1970,      16.035
00:00:00 01/09/1970,      30.474
00:00:00 01/10/1970,      43.499
00:00:00 01/11/1970,      31.281
00:00:00 01/12/1970,      15.791
00:00:00 01/01/1971,      27.831
00:00:00 01/02/1971,       6.971
00:00:00 01/03/1971,       8.721
00:00:00 01/04/1971,       8.702
00:00:00 01/05/1971,       7.308
00:00:00 01/06/1971,       7.753
00:00:00 01/07/1971,       9.382
00:00:00 01/08/1971,       8.084
00:00:00 01/09/1971,      11.920
00:00:00 01/10/1971,      12.906
00:00:00 01/11/1971,      15.880
00:00:00 01/12/1971,       9.559
00:00:00 01/01/1972,       7.344
00:00:00 01/02/1972,       9.493
00:00:00 01/03/1972,      20.220
00:00:00 01/04/1972,     108.205
00:00:00 01/05/1972,      20.988
00:00:00 01/06/1972,       7.403
00:00:00 01/07/1972,       8.055
00:00:00 01/08/1972,      10.349
00:00:00 01/09/1972,      10.659
00:00:00 01/10/1972,      17.633
00:00:00 01/11/1972,      18.266
00:00:00 01/12/1972,      13.336
00:00:00 01/01/1973,      17.563
00:00:00 01/02/1973,      19.486
00:00:00 01/03/1973,      15.165
00:00:00 01/04/1973,      18.436
00:00:00 01/05/1973,       7.615
00:00:00 01/06/1973,      11.048
00:00:00 01/07/1973,      12.830
00:00:00 01/08/1973,      12.076
00:00:00 01/09/1973,      13.826
00:00:00 01/10/1973,      20.283
00:00:00 01/11/1973,      31.824
00:00:00 01/12/1973,      19.297
00:00:00 01/01/1974,       6.729
00:00:00 01/02/1974,      99.129
00:00:00 01/03/1974,     247.703
00:00:00 01/04/1974,      10.883
00:00:00 01/05/1974,      27.326
00:00:00 01/06/1974,       9.002
00:00:00 01/07/1974,       8.612
00:00:00 01/08/1974,       9.559
00:00:00 01/09/1974,      13.742
00:00:00 01/10/1974,      17.533
00:00:00 01/11/1974,      20.339
00:00:00 01/12/1974,       7.494
00:00:00 01/01/1975,     296.306
00:00:00 01/02/1975,     322.471
00:00:00 01/03/1975,    1040.544
00:00:00 01/04/1975,     136.871
00:00:00 01/05/1975,      48.413
00:00:00 01/06/1975,      16.127
00:00:00 01/07/1975,      11.444
00:00:00 01/08/1975,       9.308
00:00:00 01/09/1975,      13.031
00:00:00 01/10/1975,      19.364
00:00:00 01/11/1975,      21.901
00:00:00 01/12/1975,      94.435
00:00:00 01/01/1976,     378.879
00:00:00 01/02/1976,     332.963
00:00:00 01/03/1976,     355.343
00:00:00 01/04/1976,     207.936
00:00:00 01/05/1976,      67.084
00:00:00 01/06/1976,     116.487
00:00:00 01/07/1976,       9.538
00:00:00 01/08/1976,      11.043
00:00:00 01/09/1976,      11.538
00:00:00 01/10/1976,      20.905
00:00:00 01/11/1976,      56.645
00:00:00 01/12/1976,      84.714
00:00:00 01/01/1977,      65.160
00:00:00 01/02/1977,      68.941
00:00:00 01/03/1977,     417.715
00:00:00 01/04/1977,      31.108
00:00:00 01/05/1977,      18.397
00:00:00 01/06/1977,      12.151
00:00:00 01/07/1977,      11.190
00:00:00 01/08/1977,      10.569
00:00:00 01/09/1977,      16.610
00:00:00 01/10/1977,      17.665
00:00:00 01/11/1977,      16.346
00:00:00 01/12/1977,      15.314
00:00:00 01/01/1978,      15.956
00:00:00 01/02/1978,     385.647
00:00:00 01/03/1978,      82.651
00:00:00 01/04/1978,      85.276
00:00:00 01/05/1978,      64.151
00:00:00 01/06/1978,      11.787
00:00:00 01/07/1978,       7.665
00:00:00 01/08/1978,       7.063
00:00:00 01/09/1978,      11.920
00:00:00 01/10/1978,       9.561
00:00:00 01/11/1978,      11.659
00:00:00 01/12/1978,      12.239
00:00:00 01/01/1979,      14.049
00:00:00 01/02/1979,      14.345
00:00:00 01/03/1979,      11.245
00:00:00 01/04/1979,      16.317
00:00:00 01/05/1979,      14.711
00:00:00 01/06/1979,      13.173
00:00:00 01/07/1979,      10.654
00:00:00 01/08/1979,       9.725
00:00:00 01/09/1979,       9.472
00:00:00 01/10/1979,       9.698
00:00:00 01/11/1979,      12.956
00:00:00 01/12/1979,       3.035
00:00:00 01/01/1980,       0.977
00:00:00 01/02/1980,       0.620
00:00:00 01/03/1980,     103.488
00:00:00 01/04/1980,      24.250
00:00:00 01/05/1980,       9.047
00:00:00 01/06/1980,      10.041
00:00:00 01/07/1980,      10.286
00:00:00 01/08/1980,       9.674
00:00:00 01/09/1980,      13.970
00:00:00 01/10/1980,      11.980
00:00:00 01/11/1980,      17.491
00:00:00 01/12/1980,      20.601
00:00:00 01/01/1981,       4.112
00:00:00 01/02/1981,       8.426
00:00:00 01/03/1981,       0.790
00:00:00 01/04/1981,      53.466
00:00:00 01/05/1981,       9.776
00:00:00 01/06/1981,       8.522
00:00:00 01/07/1981,      10.136
00:00:00 01/08/1981,      10.980
00:00:00 01/09/1981,      12.089
00:00:00 01/10/1981,      12.701
00:00:00 01/11/1981,      12.229
00:00:00 01/12/1981,      22.042
