"Time","A2H044"
00:00:00 01/01/1997,       7.045
00:00:00 01/02/1997,       8.735
00:00:00 01/03/1997,       3.330
00:00:00 01/04/1997,      20.050
00:00:00 01/05/1997,       9.749
00:00:00 01/06/1997,      10.171
00:00:00 01/07/1997,       6.007
00:00:00 01/08/1997,       4.666
00:00:00 01/09/1997,       4.070
00:00:00 01/10/1997,       5.078
00:00:00 01/11/1997,""
00:00:00 01/12/1997,       6.060
00:00:00 01/01/1998,       5.610
00:00:00 01/02/1998,      12.064
00:00:00 01/03/1998,       6.536
00:00:00 01/04/1998,       4.591
00:00:00 01/05/1998,       3.671
00:00:00 01/06/1998,       3.025
00:00:00 01/07/1998,       3.171
00:00:00 01/08/1998,       3.089
00:00:00 01/09/1998,       2.945
00:00:00 01/10/1998,       3.412
00:00:00 01/11/1998,       4.375
00:00:00 01/12/1998,       9.428
00:00:00 01/01/1999,       9.007
00:00:00 01/02/1999,       7.684
00:00:00 01/03/1999,       4.880
00:00:00 01/04/1999,       4.314
00:00:00 01/05/1999,       4.057
00:00:00 01/06/1999,       4.170
00:00:00 01/07/1999,       3.366
00:00:00 01/08/1999,       3.389
00:00:00 01/09/1999,       3.070
00:00:00 01/10/1999,       3.014
00:00:00 01/11/1999,       3.119
00:00:00 01/12/1999,       4.391
00:00:00 01/01/2000,       6.355
00:00:00 01/02/2000,      10.542
00:00:00 01/03/2000,      41.731
00:00:00 01/04/2000,      16.774
00:00:00 01/05/2000,       9.537
00:00:00 01/06/2000,       6.063
00:00:00 01/07/2000,       4.840
00:00:00 01/08/2000,       4.404
00:00:00 01/09/2000,       4.059
00:00:00 01/10/2000,       4.920
00:00:00 01/11/2000,       6.835
00:00:00 01/12/2000,       7.577
00:00:00 01/01/2001,       9.458
00:00:00 01/02/2001,       3.104
00:00:00 01/03/2001,       5.654
00:00:00 01/04/2001,       4.531
00:00:00 01/05/2001,       2.226
00:00:00 01/06/2001,       3.675
00:00:00 01/07/2001,       2.108
00:00:00 01/08/2001,       1.938
00:00:00 01/09/2001,       1.875
00:00:00 01/10/2001,       4.035
00:00:00 01/11/2001,       4.749
00:00:00 01/12/2001,       5.773
00:00:00 01/01/2002,       1.989
00:00:00 01/02/2002,       2.854
00:00:00 01/03/2002,""
00:00:00 01/04/2002,""
00:00:00 01/05/2002,       3.697
00:00:00 01/06/2002,""
00:00:00 01/07/2002,       4.772
00:00:00 01/08/2002,       3.444
00:00:00 01/09/2002,       3.557
00:00:00 01/10/2002,       3.083
00:00:00 01/11/2002,       4.108
00:00:00 01/12/2002,       3.268
00:00:00 01/01/2003,       5.547
00:00:00 01/02/2003,       5.159
00:00:00 01/03/2003,       4.845
00:00:00 01/04/2003,       4.174
00:00:00 01/05/2003,       1.935
00:00:00 01/06/2003,       1.791
00:00:00 01/07/2003,       2.232
00:00:00 01/08/2003,       2.211
00:00:00 01/09/2003,       1.992
00:00:00 01/10/2003,       1.839
00:00:00 01/11/2003,       3.563
00:00:00 01/12/2003,       3.227
00:00:00 01/01/2004,       1.687
00:00:00 01/02/2004,       4.321
00:00:00 01/03/2004,       8.231
00:00:00 01/04/2004,       6.353
00:00:00 01/05/2004,       3.405
00:00:00 01/06/2004,       2.042
00:00:00 01/07/2004,       2.068
00:00:00 01/08/2004,       2.278
00:00:00 01/09/2004,       1.686
00:00:00 01/10/2004,       1.414
00:00:00 01/11/2004,       1.887
00:00:00 01/12/2004,       1.653
00:00:00 01/01/2005,       5.471
00:00:00 01/02/2005,       8.512
00:00:00 01/03/2005,""
00:00:00 01/04/2005,""
00:00:00 01/05/2005,""
00:00:00 01/06/2005,""
00:00:00 01/07/2005,       3.822
00:00:00 01/08/2005,""
00:00:00 01/09/2005,       3.517
00:00:00 01/10/2005,       3.179
00:00:00 01/11/2005,       4.178
00:00:00 01/12/2005,       6.572
00:00:00 01/01/2006,       6.063
00:00:00 01/02/2006,      13.824
00:00:00 01/03/2006,      16.282
00:00:00 01/04/2006,      11.371
00:00:00 01/05/2006,       5.886
00:00:00 01/06/2006,       4.750
00:00:00 01/07/2006,       4.449
00:00:00 01/08/2006,       4.141
00:00:00 01/09/2006,       5.059
00:00:00 01/10/2006,       3.970
00:00:00 01/11/2006,       5.134
00:00:00 01/12/2006,       8.593
00:00:00 01/01/2007,       9.461
00:00:00 01/02/2007,       8.286
00:00:00 01/03/2007,       5.016
00:00:00 01/04/2007,       4.891
00:00:00 01/05/2007,       5.202
00:00:00 01/06/2007,       4.180
00:00:00 01/07/2007,       5.832
00:00:00 01/08/2007,       4.648
00:00:00 01/09/2007,       4.287
00:00:00 01/10/2007,       4.852
00:00:00 01/11/2007,       9.262
00:00:00 01/12/2007,       6.995
00:00:00 01/01/2008,       9.774
00:00:00 01/02/2008,      15.585
00:00:00 01/03/2008,      11.873
00:00:00 01/04/2008,      12.306
00:00:00 01/05/2008,       6.760
00:00:00 01/06/2008,       7.040
00:00:00 01/07/2008,       5.787
00:00:00 01/08/2008,       5.058
00:00:00 01/09/2008,       4.660
00:00:00 01/10/2008,       4.261
00:00:00 01/11/2008,       6.109
00:00:00 01/12/2008,       8.744
00:00:00 01/01/2009,       7.748
00:00:00 01/02/2009,      12.736
00:00:00 01/03/2009,      13.207
00:00:00 01/04/2009,      10.373
00:00:00 01/05/2009,       5.053
00:00:00 01/06/2009,       5.624
00:00:00 01/07/2009,       5.431
00:00:00 01/08/2009,       4.702
00:00:00 01/09/2009,       5.069
00:00:00 01/10/2009,       4.746
00:00:00 01/11/2009,       6.796
00:00:00 01/12/2009,       9.871
00:00:00 01/01/2010,      11.340
00:00:00 01/02/2010,      25.126
00:00:00 01/03/2010,      15.201
00:00:00 01/04/2010,       9.239
00:00:00 01/05/2010,      13.034
00:00:00 01/06/2010,      10.452
00:00:00 01/07/2010,       6.317
00:00:00 01/08/2010,       5.926
00:00:00 01/09/2010,       5.194
00:00:00 01/10/2010,       4.730
00:00:00 01/11/2010,       5.015
00:00:00 01/12/2010,       7.044
00:00:00 01/01/2011,      16.876
00:00:00 01/02/2011,      23.223
00:00:00 01/03/2011,      11.059
00:00:00 01/04/2011,      15.519
00:00:00 01/05/2011,      11.581
00:00:00 01/06/2011,       7.895
00:00:00 01/07/2011,       8.706
00:00:00 01/08/2011,       6.258
00:00:00 01/09/2011,       5.815
00:00:00 01/10/2011,       5.070
00:00:00 01/11/2011,       7.713
00:00:00 01/12/2011,       8.392
00:00:00 01/01/2012,      11.268
00:00:00 01/02/2012,      11.494
00:00:00 01/03/2012,      12.077
00:00:00 01/04/2012,       8.691
00:00:00 01/05/2012,       6.416
00:00:00 01/06/2012,       5.532
00:00:00 01/07/2012,       5.808
00:00:00 01/08/2012,       5.681
00:00:00 01/09/2012,       5.588
00:00:00 01/10/2012,       9.853
00:00:00 01/11/2012,       9.010
00:00:00 01/12/2012,       8.137
00:00:00 01/01/2013,      11.058
00:00:00 01/02/2013,       8.662
00:00:00 01/03/2013,       8.952
00:00:00 01/04/2013,       6.639
00:00:00 01/05/2013,      11.632
00:00:00 01/06/2013,       6.347
00:00:00 01/07/2013,       5.618
00:00:00 01/08/2013,       5.470
00:00:00 01/09/2013,       5.387
00:00:00 01/10/2013,       4.729
00:00:00 01/11/2013,       7.463
00:00:00 01/12/2013,       9.335
00:00:00 01/01/2014,      13.468
00:00:00 01/02/2014,       8.617
00:00:00 01/03/2014,      17.803
00:00:00 01/04/2014,      24.327
00:00:00 01/05/2014,       8.087
00:00:00 01/06/2014,       6.141
00:00:00 01/07/2014,       6.062
00:00:00 01/08/2014,       5.779
00:00:00 01/09/2014,       5.867
00:00:00 01/10/2014,       5.412
00:00:00 01/11/2014,       6.223
00:00:00 01/12/2014,      12.857
00:00:00 01/01/2015,      11.266
00:00:00 01/02/2015,      10.243
00:00:00 01/03/2015,       7.851
00:00:00 01/04/2015,       7.784
00:00:00 01/05/2015,       6.489
00:00:00 01/06/2015,       4.972
00:00:00 01/07/2015,       5.348
00:00:00 01/08/2015,       5.876
00:00:00 01/09/2015,       4.563
00:00:00 01/10/2015,       6.384
00:00:00 01/11/2015,       4.529
00:00:00 01/12/2015,       6.838
00:00:00 01/01/2016,       6.545
00:00:00 01/02/2016,       9.261
00:00:00 01/03/2016,      10.160
00:00:00 01/04/2016,      13.462
00:00:00 01/05/2016,""
00:00:00 01/06/2016,""
00:00:00 01/07/2016,""
00:00:00 01/08/2016,""
00:00:00 01/09/2016,""
00:00:00 01/10/2016,""
00:00:00 01/11/2016,""
00:00:00 01/12/2016,      14.220
00:00:00 01/01/2017,      14.177
00:00:00 01/02/2017,""
00:00:00 01/03/2017,""
00:00:00 01/04/2017,""
00:00:00 01/05/2017,""
00:00:00 01/06/2017,       6.237
00:00:00 01/07/2017,       5.720
00:00:00 01/08/2017,""
00:00:00 01/09/2017,       4.866
00:00:00 01/10/2017,""
00:00:00 01/11/2017,""
00:00:00 01/12/2017,""
00:00:00 01/01/2018,""
00:00:00 01/02/2018,""
00:00:00 01/03/2018,""
00:00:00 01/04/2018,""
00:00:00 01/05/2018,      11.211
00:00:00 01/06/2018,""
00:00:00 01/07/2018,""
00:00:00 01/08/2018,""
00:00:00 01/09/2018,""
00:00:00 01/10/2018,""
00:00:00 01/11/2018,""
00:00:00 01/12/2018,       5.791
00:00:00 01/01/2019,       6.669
00:00:00 01/02/2019,      12.254
00:00:00 01/03/2019,      15.400
00:00:00 01/04/2019,       5.459
00:00:00 01/05/2019,      10.111
00:00:00 01/06/2019,       4.754
00:00:00 01/07/2019,""
