#STATION,STNAME,SHORTNAME,LATITUDE,LONGITUDE,ACTIVE,COMMENCE,CEASE,STNTYPE
C2N1132,Goedgevonden,VENTERSDORP,-26.15948,26.9006,F,2001/04/30,2014/06/25,GW
C2N1133,Wolverand,VENTERSDORP,-26.85316,26.50871,T,2003/02/19,,GW
C2N1134,Vaalkop Ptn. Williams Game Park,VENTERSDORP,-26.96836111,26.7225,T,2003/02/24,,GW
C2N1135,Pretoriuskraal Ptn. Vaal Reefs,VENTERSDORP,-26.97294444,26.75794444,T,2003/02/26,,GW
C2N1136,Pretoriuskraal Ptn. Vaal Reefs,VENTERSDORP,-26.97091667,26.97091667,T,2003/02/28,,GW
C2N1137,Pretoriuskraal Ptn. Vaal Reefs,VENTERSDORP,-26.97138889,26.76052778,T,2003/03/05,,GW
C2N1139,HARTEBEESTFONTEIN PTN. KOEKEMOER,KOEKEMOER,-26.86169444,26.82563889,F,2003/03/07,2015/06/23,GW
C2N1140,Stilfontein,VENTERSDORP,-26.80027778,26.78461111,T,2003/03/11,,GW
C2N1141,Stilfontein,VENTERSDORP,-26.80197222,26.78638889,T,2003/03/11,,GW
C2N1142,Eleazer,VENTERSDORP,-26.68569444,26.87063889,T,2003/03/12,,GW
C2N1143,Eleazer,VENTERSDORP,-26.68472222,26.86927778,T,2003/03/13,,GW
C2N1144,Eleazer,VENTERSDORP,-26.68247222,26.86636111,T,2003/03/14,,GW
C2N1145,Eleazer,VENTERSDORP,-26.68108333,26.86430556,T,2003/03/17,,GW
C2N1146,Eleazer,VENTERSDORP,-26.66672222,26.87255556,T,2003/03/17,,GW
C2N1147,Eleazer,VENTERSDORP,-26.66652778,26.87416667,T,2003/03/18,,GW
C2N1148,Eleazer,VENTERSDORP,-26.66658333,26.87419444,T,2003/03/19,,GW
C2N1149,Eleazer,VENTERSDORP,-26.66655556,26.87419444,T,2003/03/20,,GW
C2N1150,Eleazer Ptn. Rietkuil,VENTERSDORP,-26.65713,26.87329,T,2004/04/28,,GW
C2N1151,Oog Van Schoonspruit,LICHTENBURG,-26.27444444,26.865,F,1961/01/01,2009/12/01,GW
C2N1152,GROENFONTEIN PTN. KOSH 11,,-26.27522,26.86444,T,2002/04/01,,GW
C2N1153,Ventersdorp farm 0218,VENTERSDORP,-26.41666667,26.51666667,F,1992/10/02,2007/03/26,GW
C2N1154,Susiedear 2 (2),KZN NATIONAL,-27.59498,26.31673,T,2001/10/16,,GW
C2N1155,Susiedear 2 (1),KZN NATIONAL,-27.60684,26.54281,T,2001/10/15,,GW
C2N1156,Groothoek,KZN NATIONAL,-27.74706,26.32473,T,2001/09/04,,GW
C2N1157,Groot Britannie Ptn. Groot Brittanje,KZN NATIONAL,-27.6694,26.3399,F,2001/09/19,2017/12/05,GW
C2N1158,Alice,KZN NATIONAL,-27.71024,26.51669,T,2002/02/11,,GW
C2N1159,Middelplaats Ptn. Middelplaas 2,KZN NATIONAL,-27.62139,26.61692,T,2002/01/31,,GW
C2N1160,Middelplaats Ptn. Middelplaas 1,KZN NATIONAL,-27.62538,26.61231,F,2001/11/28,2014/05/14,GW
C2N1161,Weenen,KZN NATIONAL,-27.75683,26.51317,T,2002/03/04,,GW
C2N1164,STEPHANIE,STEPHANIE,-27.88273,26.63722,F,2002/06/30,2014/05/14,GW
C2N1165,Blydskap,Wesselsbron Town,-27.7611,26.3955,T,2013/08/28,,GW
C2N1166,Abelsdam ptn. Sidestep,Abelsdam,-27.61584,26.49362,T,2002/06/30,,GW
C2N1167,Leeukoppen,Welkom Town,-27.9062,26.7962,F,2013/08/28,2014/09/04,GW
C2N1168,Buitendagshoop,Welkom,-27.8252,26.6982,F,2013/08/28,2014/09/04,GW
C2N1169,Hilton,Welkom Town,-27.78594,26.7172,T,2013/08/28,,GW
C2N1170,Welevrede,Wesselsbron Town,-27.7543,26.3766,T,2013/08/27,,GW
C2N1171,Welvaart,Bothaville Town,-27.6025,26.6064,T,2013/08/27,,GW
C2N1193,HAMILTON,HAMILTON,-27.5373,26.38424,T,2001/11/06,,GW
C2N1194,LIBERTAS PTN. WELGEGUND,LIBERTAS,-27.54222,26.52278,T,2014/03/20,,GW
C2N1195,RIETGAT,RIETGAT,-27.60684,26.54281,T,2014/03/20,,GW
C3N0004,Dudfield ptn. Brakpan,BOMOLOPO,-26.11067,26.04444,F,1975/08/15,2010/06/30,GW
C3N0005,Klipbankfontein,BOMOLOPO,-26.11666667,26.21944444,F,1968/05/28,1969/12/23,GW
C3N0006,Elandsfontein,BOMOLOPO,-26.13027778,26.11444444,F,1968/06/27,1977/01/12,GW
C3N0019,Dudfield,BOMOLOPO,-26.1775,26.03388889,F,1974/04/09,1988/09/02,GW
C3N0020,La Reys Stryd,POLFONTEIN,-26.05277778,25.96888889,F,1974/04/05,1975/08/13,GW
C3N0021,Dudfield ptn. Dudfield,BOMOLOPO,-26.20083,25.99539,F,1974/02/20,2013/10/01,GW
C3N0022,Dudfield,BOMOLOPO,-26.15166667,26.04,F,1968/01/24,1977/03/22,GW
C3N0023,Delareyville,LICHTENBURG,-26.68805556,25.47833333,F,1964/04/16,1969/03/19,GW
C3N0027,Dudfield,BOMOLOPO,-26.15166667,26.04,F,1968/01/24,1975/08/13,GW
C3N0028,Dudfield,BOMOLOPO,-26.14117,25.96233,F,1975/08/13,2017/01/26,GW
C3N0029,Dudfield ptn. Dudfield,BOMOLOPO,-26.15783,26.01833,F,1975/08/13,2015/04/23,GW
C3N0030,Dudfield ptn. Dudfield,BOMOLOPO,-26.17575,26.03156,T,1975/08/15,,GW
C3N0031,Elandsfontein,BOMOLOPO,-26.12444444,26.14916667,F,1976/02/05,2002/08/19,GW
C3N0032,Elandsfontein,BOMOLOPO,-26.14572,26.11892,F,1976/07/21,2011/09/28,GW
C3N0033,Lichtenburg,BOMOLOPO,-26.09138889,26.17083333,F,1977/03/07,1979/03/13,GW
C3N0034,Lichtenburg,BOMOLOPO,-26.1,26.16666667,F,1977/03/07,1978/06/15,GW
C3N0035,Klipbankfontein alias Manana,BOMOLOPO,-26.12861,26.23717,F,1977/01/20,2013/04/24,GW
C3N0036,Klipbankfontein alias Manana,BOMOLOPO,-26.091,26.21608,F,1977/01/20,2017/05/30,GW
C3N0037,Houthaalboomen,BOMOLOPO,-26.07527778,26.12722222,F,1976/03/10,1991/09/16,GW
C3N0038,Houthaalboomen ptn. Houthaalbomen,BOMOLOPO,-26.06425,26.11956,T,1976/03/12,,GW
C3N0039,Ottosdal Ged. Ottosdal Munisipaliteit,SANNIESHOF,-26.81055556,26.00805556,F,1978/07/20,1999/09/29,GW
C3N0041,Ottosdal - Sannieshof,VENTERSDORP,-26.81027778,26.04805556,F,1978/02/09,1984/10/30,GW
C3N0042,Sannieshof Watertoring,LICHTENBURG,-26.53527778,25.81888889,F,1978/08/23,1984/05/30,GW
C3N0043,Ottosdal - Sannieshof,VENTERSDORP,-26.81027778,26.04833333,F,1978/08/23,1984/07/01,GW
C3N0044,De Jager - Ottosdal,VENTERSDORP,-26.81027778,26.04805556,F,1978/08/23,1984/05/30,GW
C3N0045,Ottosdal S.A.S.,SANNIESHOF,-26.80666667,26.00055556,F,1978/09/18,1998/07/28,GW
C3N0046,Dorpsgronde Van Schweizer-Reineke,KURUMAN,-27.1975,25.32166667,F,1980/07/30,1992/08/21,GW
C3N0084,Swartfontein,BOMOLOPO,-26.10083333,26.16694444,F,1985/05/08,2009/11/02,GW
C3N0107,Sannieshof Dorpsgebied Ptn. Sannieshof Municipality,SANNIESHOF,-26.53997222,25.814,T,1987/03/31,,GW
C3N0500,Witpoort,SANNIESHOF,-26.80919444,26.04791666,T,1978/02/22,,GW
C3N0503,Lichtenburg,BOMOLOPO,-26.16666667,26.16666667,F,1962/03/09,1971/02/11,GW
C3N0504,Damascus,LICHTENBURG,-26.58555556,25.43305556,F,1971/01/08,1975/12/04,GW
C3N0505,Lichtenburg Ged. Munisipaliteit,BOMOLOPO,-26.15,26.15,F,1971/02/01,1987/01/02,GW
C3N0506,Whites,BOMOLOPO,-26.16666667,26.2,F,1962/03/20,1976/02/09,GW
C3N0507,Lichtenburg,BOMOLOPO,-26.1475,26.13944444,F,1962/03/09,1974/11/29,GW
C3N0508,Ottosdal,SANNIESHOF,-26.8136388,25.998444,F,1956/07/04,2015/10/20,GW
C3N0509,Munisipaliteit Sannieshof,SANNIESHOF,-26.53444444,25.80277778,F,1964/04/16,2014/09/21,GW
C3N0524,Hendrikrust Golfbaan,BOMOLOPO,-26.18277778,26.17,F,1976/10/15,2004/03/17,GW
C3N0525,kieserville ptn. Golf Course,BOMOLOPO,-26.18614,26.17767,F,1976/10/15,2019/01/28,GW
C3N0544,Witstinkhoutboom,Ventersdorp,-26.02683,26.29807,T,1990/09/18,,GW
C3N0547,Blesbokpan,SANNIESHOF,-26.82,25.38305556,F,1970/12/11,1982/10/27,GW
C3N0548,Christinas Home Or Katdoornpan,Ventersdorp,-25.92168,26.23153,T,1990/08/09,,GW
C3N0549,Kalkfontein,VENTERSDORP,-25.83902,26.32989,T,1990/08/14,,GW
C3N0550,Kaalbult,VENTERSDORP,-25.88742,26.28993,T,1990/08/10,,GW
C3N0551,Boschkop,VENTERSDORP,-25.91692,26.42602,T,1990/08/21,,GW
C3N0552,Duikerfontein,VENTERSDORP,-25.98865,26.38436,T,1990/08/18,,GW
C3N0553,Schaapplaats,VENTERSDORP,-26.04628,26.39552,T,1990/08/23,,GW
C3N0562,Verdwaal Ged Itsoseng Toring,POLFONTEIN,-26.09444444,25.88305556,F,1998/10/20,2004/02/15,GW
C3N0563,Verdwaal,POLFONTEIN,-26.12638889,25.88805556,F,1998/12/14,2005/04/12,GW
C3N0564,Springbokpan,POLFONTEIN,-26.11944444,25.83444444,F,1998/10/15,2004/03/15,GW
C3N0613,Biesjesvallei,LICHTENBURG,-26.36166667,25.90805556,F,1997/11/19,2003/09/10,GW
C3N0615,Schweizer-Reneke Hoerskool,LICHTENBURG,-27.19166667,25.31888889,F,1998/02/11,2000/10/16,GW
C3N0616,Delareyville Laerskool,LICHTENBURG,-26.69027778,25.45916667,F,1998/02/12,2002/09/11,GW
C3N0622,Maphiniki,KURUMAN,-27.05,25.26277778,F,1997/11/17,2003/04/01,GW
C3N0633,Poortje Ptn. Poortjie,DELARAY,-26.90027778,25.42388889,F,1984/01/18,2011/04/15,GW
C3N0649,Leeuwpan,SANNIESHOF,-26.55416667,25.58638889,F,2008/11/09,2010/03/25,GW
C3N0650,Barberspan Bird Sanctuary,SANNIESHOF,-26.61408,25.57075,F,2008/11/09,2010/07/21,GW
C3N0651,Zandvallei,SANNIESHOF,-26.55203,25.60586,F,2008/11/09,2010/07/21,GW
C3N0652,Houthaaldoorns,BOMOLOPO,-26.02706,26.10169,F,1976/02/05,2011/03/30,GW
C3N0653,De Paal,,-26.10308,25.9325,F,2010/11/09,2017/09/27,GW
C3N0655,Excelsior ptn. Delareyville,,-26.65397,25.19225,T,2013/06/05,,GW
C3N0656,Leeuwpan ptn. Delaeyville,,-26.68997,25.19225,T,2013/06/05,,GW
C3N0657,Nooitgedacht ptn. Ottosdal,,-26.73403,25.76783,T,2013/06/03,,GW
C3N0658,Leeuwkuil ptn. Sannieshof,,-26.51333,25.88894,F,2013/06/04,2013/06/04,GW
C3N0659,tweebosch ptn. Sannieshof,,-26.64753,25.70439,F,2013/06/03,2013/11/25,GW
C3N0661,De Rust ptn. Delareyville,,-26.63111,25.38292,T,2013/06/05,,GW
C3N0662,De Rust ptn. Delareyville,,-26.62047,25.38544,T,2013/06/05,,GW
C3N0663,Schietfontein ptn. Delareyville,,-26.90658,25.34794,F,2013/06/06,2015/09/16,GW
C3N0664,Leeuwpan ptn. Delareyville,,-26.69089,25.31794,F,2013/06/05,2015/09/16,GW
C3N0667,Kareekuil ptn. Tswaing,Tswaing,-26.75256,25.90731,T,2013/03/06,,GW
C3N0668,Rondepan ptn. Tswaing,Tswaing,-26.62319,25.61586,T,2013/02/18,,GW
C6N0509,Golfbaan (Kroonstad),KZN NATIONAL,-27.66666667,27.24583333,F,1968/05/15,1974/03/23,GW
C6N0510,Kroonstad,KZN NATIONAL,-27.65138889,27.21666667,F,1968/05/14,1974/01/25,GW
C6N0513,Lokasie (Kroonstad),KZN NATIONAL,-27.65805556,27.20444444,F,1966/08/16,1972/12/29,GW
C6N0517,Vendusiekrale (Kroonstad),KZN NATIONAL,-27.65805556,27.20472222,F,1966/08/17,1970/11/17,GW
C6N0519,Kroonstad Naseby Tharus,KZN NATIONAL,-27.65138889,27.21666667,F,1966/08/17,1970/09/12,GW
C6N0520,Brenpark (Kroonstad),KZN NATIONAL,-27.66944444,27.18777778,F,1967/07/17,1970/03/23,GW
C6N0521,Waterwerke (Kroonstad),KZN NATIONAL,-27.65805556,27.20472222,F,1966/08/16,1969/08/05,GW
C6N0522,Golfbaan,KZN NATIONAL,-27.65138889,27.21666667,F,1966/08/01,1968/10/04,GW
C6N0523,Lindley Munisipaliteit,KZN NATIONAL,-27.87222222,27.91527778,F,1972/12/20,1977/02/03,GW
C6N0524,Lindley,KZN NATIONAL,-27.88305556,27.91666667,F,1972/05/26,1976/09/25,GW
C9N0005,Oppermansdrifdam (Bloemhof),KZN NATIONAL,-27.69416667,25.61416667,F,1970/08/21,1972/09/01,GW
C9N0006,Oppermansdrifdam (Bloemhof),KZN NATIONAL,-27.69416667,25.61444444,F,1970/09/09,1973/11/30,GW
C9N0542,Christiana Hospitaal,LICHTENBURG,-27.90777778,25.17583333,F,1998/02/10,2003/04/10,GW
D4N0006,Kliplaagte (Marico),BOMOLOPO,-25.58305556,25.73666667,F,1987/09/01,1988/07/18,GW
D4N0008,Blaauwbank,BOMOLOPO,-25.97916667,25.91666667,F,1966/12/22,1973/08/08,GW
D4N0009,Verlies,BOMOLOPO,-25.92916667,25.94555556,F,1967/01/25,1976/12/20,GW
D4N0010,Blaauwbank,BOMOLOPO,-26.00277778,25.89194444,F,1967/08/31,1969/01/13,GW
D4N0011,Grootfontein (Lichtenburg),BOMOLOPO,-25.94138889,25.925,F,1966/12/22,1976/03/15,GW
D4N0012,Grootfontein,BOMOLOPO,-25.91666667,25.86666667,F,1967/03/28,1970/10/20,GW
D4N0013,Putjiesvlakte,BOMOLOPO,-25.78305556,25.9125,F,1964/08/15,1976/12/17,GW
D4N0014,Welgedacht,BOMOLOPO,-25.80055556,25.935,F,1964/08/31,1976/07/19,GW
D4N0015,Welgedacht,BOMOLOPO,-25.8125,25.97916667,F,1964/08/15,1976/12/17,GW
D4N0016,Uitzight,BOMOLOPO,-25.84166667,25.96666667,F,1964/08/31,1986/07/31,GW
D4N0017,Vaalkopje,BOMOLOPO,-25.92916667,25.9625,F,1964/12/08,2011/09/28,GW
D4N0018,Elizabeth,BOMOLOPO,-25.96666667,25.98305556,F,1964/08/31,1971/10/26,GW
D4N0019,Elizabeth,BOMOLOPO,-25.95416667,26.00027778,F,1965/01/15,1971/11/03,GW
D4N0020,Elizabeth,BOMOLOPO,-25.9875,25.98305556,F,1966/11/24,1976/11/05,GW
D4N0021,Verlies (Lichtenburg),BOMOLOPO,-25.96,25.94055556,F,1964/08/31,1969/08/25,GW
D4N0022,La Reys Stryd,BOMOLOPO,-26.025,25.96666667,F,1964/08/15,1971/11/03,GW
D4N0023,Sheila - Bo-Molopo,BOMOLOPO,-26.05,25.93416667,F,1964/08/15,1971/11/05,GW
D4N0025,Grootfontein,BOMOLOPO,-25.94166667,25.87916667,F,1964/08/15,1970/01/12,GW
D4N0027,Grootvallei,BOMOLOPO,-25.825,25.7875,F,1964/12/31,1973/09/27,GW
D4N0028,Grootvallei,BOMOLOPO,-25.8125,25.77916667,F,1966/09/15,1976/06/15,GW
D4N0029,Bultfontein,BOMOLOPO,-25.80805556,25.83305556,F,1965/11/15,1976/12/17,GW
D4N0031,Springvalley,BOMOLOPO,-25.96666667,25.78305556,F,1967/01/25,1969/11/24,GW
D4N0034,Blaauwbank (Lichtenburg),BOMOLOPO,-25.98,25.90277778,F,1969/11/24,1972/08/27,GW
D4N0036,Kliplaagte Bo-Molopo,POLFONTEIN,-26.01805556,25.93361111,F,1972/03/10,1976/11/05,GW
D4N0037,Verlies ptn. Verlies,BOMOLOPO,-25.982,25.92253,F,1973/03/07,2012/02/23,GW
D4N0039,Doornplaat ptn. Doornplaat,BOMOLOPO,-25.91108,25.91797,F,1976/09/10,2017/05/31,GW
D4N0043,Doornplaat,BOMOLOPO,-25.90555556,25.87166667,F,1974/04/09,1976/02/17,GW
D4N0045,Elizabeth,BOMOLOPO,-25.96666667,25.98333333,F,1974/04/05,1976/08/20,GW
D4N0046,Verlies,BOMOLOPO,-25.95277778,25.96777778,F,1974/04/09,1976/11/05,GW
D4N0047,Verlies,BOMOLOPO,-25.9625,25.97055556,F,1974/04/09,1975/10/15,GW
D4N0048,Grootfontein,BOMOLOPO,-25.94166667,25.87916667,F,1974/04/05,1975/07/14,GW
D4N0049,Grootfontein,BOMOLOPO,-25.97111111,25.91055556,F,1974/04/05,1988/12/08,GW
D4N0050,Grootfontein,BOMOLOPO,-25.95083333,25.8875,F,1974/04/05,1975/07/17,GW
D4N0051,Grootfontein ptn Grootfontein,BOMOLOPO,-25.96344,25.89106,F,1974/04/05,2010/06/23,GW
D4N0053,Grootfontein ptn. Grootfontein,BOMOLOPO,-25.90942,25.89306,F,1974/02/14,2005/01/15,GW
D4N0055,Valleifontein,BOMOLOPO,-25.925,25.81666667,F,1964/12/15,1976/11/01,GW
D4N0058,Mooimeisiesfontein,BOMOLOPO,-25.9625,25.87916667,F,1974/04/03,1975/06/11,GW
D4N0059,Mooimeisiesfontein,BOMOLOPO,-25.9625,25.87916667,F,1974/04/09,1975/10/15,GW
D4N0060,Blaauwbank,BOMOLOPO,-26.00027778,25.87916667,F,1974/04/09,1976/11/01,GW
D4N0061,Blaauwbank,BOMOLOPO,-26.00027778,25.87916667,F,1974/04/03,1976/11/01,GW
D4N0062,Blaauwbank,BOMOLOPO,-26.00027778,25.87916667,F,1966/02/23,1975/07/17,GW
D4N0063,Blaauwbank,BOMOLOPO,-26.00027778,25.89916667,F,1964/08/15,1976/03/01,GW
D4N0064,Blaauwbank,BOMOLOPO,-26.00888889,25.8875,F,1973/03/08,1984/08/01,GW
D4N0065,Blaauwbank,BOMOLOPO,-26.00305556,25.9,F,1975/06/30,2000/02/01,GW
D4N0066,Kliplaagte,BOMOLOPO,-26.01916667,25.92055556,F,1975/03/11,2002/04/04,GW
D4N0067,Blaauwbank,POLFONTEIN,-26.00527778,25.8825,F,1974/04/09,1974/08/04,GW
D4N0068,Hendriksdal,BOMOLOPO,-26.04638889,26.03083333,F,1974/04/03,1975/08/13,GW
D4N0069,Hendriksdal,BOMOLOPO,-26.03305556,26.03305556,F,1974/04/09,1975/09/12,GW
D4N0070,Houthaaldoorns,BOMOLOPO,-26.01305556,26.07361111,F,1974/04/09,1975/12/15,GW
D4N0071,Dudfield,BOMOLOPO,-26.1775,26.03361111,F,1962/06/29,1975/08/13,GW
D4N0074,Blaauwbank,BOMOLOPO,-25.98305556,25.9,F,1974/10/08,1975/06/11,GW
D4N0075,Grootfontein ptn. Grootfontein,BOMOLOPO,-25.91853,25.86256,T,1979/08/30,,GW
D4N0077,Valleifontein,BOMOLOPO,-25.925,25.81666667,F,1974/04/09,1975/06/15,GW
D4N0078,Mooimeisiesfontein,BOMOLOPO,-25.9625,25.87916667,F,1974/04/09,1975/06/15,GW
D4N0079,Grootfontein,BOMOLOPO,-25.91666667,25.86666667,F,1973/06/14,1984/08/16,GW
D4N0080,Grootfontein,BOMOLOPO,-25.92292,25.86322,F,1973/03/07,2008/12/23,GW
D4N0081,Grootfontein,BOMOLOPO,-25.92055556,25.865,F,1974/10/08,1976/09/08,GW
D4N0082,Grootfontein,BOMOLOPO,-25.92055556,25.865,F,1974/10/08,1976/06/03,GW
D4N0084,Kliplaagte,POLFONTEIN,-26.01666667,25.93305556,F,1974/11/15,1976/11/05,GW
D4N0085,Greeffslaagte,BOMOLOPO,-26.08305556,26.04166667,F,1974/11/05,1975/12/10,GW
D4N0088,Sheila,POLFONTEIN,-26.07777778,25.91666667,F,1974/10/08,2007/09/18,GW
D4N0089,Sheila,POLFONTEIN,-26.07777778,25.91666667,F,1974/10/08,1976/11/08,GW
D4N0090,Doornplaat,BOMOLOPO,-25.86944444,25.88944444,F,1975/01/15,2003/03/15,GW
D4N0092,La Reys Stryd,BOMOLOPO,-26.0357,25.972,F,1975/01/15,2013/04/24,GW
D4N0093,La Reys Stryd,POLFONTEIN,-26.03305556,25.98333333,F,1978/04/10,1985/05/08,GW
D4N0094,La Reys Stryd,BOMOLOPO,-26.03555556,25.97222222,F,1975/01/15,2012/07/31,GW
D4N0095,Lareystryd,BOMOLOPO,-26.0346,25.9723,F,1976/01/15,2017/03/10,GW
D4N0101,Valleifontein,BOMOLOPO,-25.91638889,25.81666667,F,1976/09/08,2002/12/15,GW
D4N0102,Valleifontein ptn Valleifontein,BOMOLOPO,-25.91892,25.82792,F,1970/01/01,2017/05/31,GW
D4N0103,Valleifontein,BOMOLOPO,-25.92333333,25.8443,F,1976/09/10,2017/11/07,GW
D4N0104,Valleifontein,BOMOLOPO,-25.9375,25.81666667,F,1976/09/08,1980/02/08,GW
D4N0105,Grootfontein,BOMOLOPO,-25.942278,25.873694,T,1976/09/03,,GW
D4N0108,Grootfontein ptn. Grootfontein,BOMOLOPO,-25.90844,25.88625,T,1975/07/09,,GW
D4N0109,Grootfontein,BOMOLOPO,-25.9525,25.89,F,1977/05/18,2003/01/15,GW
D4N0110,Grootfontein,BOMOLOPO,-25.95222222,25.91027778,F,1975/06/03,2000/01/27,GW
D4N0111,Grootfontein,BOMOLOPO,-25.97388889,25.90861111,F,1975/06/05,2009/11/10,GW
D4N0112,Grootfontein,BOMOLOPO,-25.93666667,25.90944444,F,1976/09/23,2003/08/20,GW
D4N0113,Grootfontein ptn. Grootfontein,BOMOLOPO,-25.90906,25.88136,T,1976/08/30,,GW
D4N0114,Grootfontein,BOMOLOPO,-25.91797,25.89435,F,1976/08/25,2017/05/31,GW
D4N0115,Mooimeisjesfontein,BOMOLOPO,-25.96305556,25.87777778,F,1975/06/11,2005/03/08,GW
D4N0116,Mooimeisjesfontein,BOMOLOPO,-26.00722222,25.855,F,1975/05/20,2005/01/15,GW
D4N0117,Mooimeisjesfontein ptn. Mooimeisiesfontein,BOMOLOPO,-25.966,25.84297,T,1975/05/20,,GW
D4N0118,Blaauwbank,BOMOLOPO,-25.975,25.8875,F,1975/05/20,1985/07/03,GW
D4N0119,Blaauwbank,BOMOLOPO,-26.00861111,25.91194444,F,1975/06/15,2005/01/15,GW
D4N0120,Blaauwbank,BOMOLOPO,-26.01425,25.88475,F,1975/05/20,2015/11/10,GW
D4N0121,Blaauwbank,BOMOLOPO,-26.02833333,25.87111111,F,1975/05/20,1993/12/22,GW
D4N0122,Blaauw Bank,BOMOLOPO,-25.9975,25.87388889,F,1975/05/15,2003/11/17,GW
D4N0123,La Reys Stryd,BOMOLOPO,-26.02805556,25.97361111,F,1975/07/17,2005/01/05,GW
D4N0124,Verlies,BOMOLOPO,-25.95,25.95,F,1977/06/23,2004/08/15,GW
D4N0126,Elizabeth,BOMOLOPO,-25.96422222,25.98111111,T,1978/03/14,,GW
D4N0127,Elizabeth,BOMOLOPO,-25.87416667,26.00305556,F,1976/09/02,2005/01/05,GW
D4N0128,Trekgrift,BOMOLOPO,-25.941,25.97581,F,1976/08/19,2016/05/10,GW
D4N0129,Trekdrift,BOMOLOPO,-25.91428,25.97956,F,1976/04/09,2010/11/09,GW
D4N0130,Vaalkopje,BOMOLOPO,-25.9175,25.97805556,F,1976/04/05,2002/12/15,GW
D4N0131,De Paarl,BOMOLOPO,-26.05416667,25.95416667,F,1975/08/13,1984/08/02,GW
D4N0132,Kliplaagte Ged. Greefslaagte,BOMOLOPO,-26.075,25.9875,F,1975/08/13,1984/06/15,GW
D4N0133,Greeffslaagte Ged. Greefflaagte,BOMOLOPO,-26.10416667,26,F,1975/09/18,1985/12/30,GW
D4N0134,Hendriksdal,BOMOLOPO,-26.04833333,26.01833333,F,1975/08/13,1998/08/09,GW
D4N0135,Hendriksdal,BOMOLOPO,-26.03131,26.02742,F,1976/02/05,1994/02/15,GW
D4N0136,Houthaaldoorns,,-26.02706,26.10169,T,2011/06/15,,GW
D4N0137,Weltevreden,BOMOLOPO,-25.8599,25.84822,T,1976/09/28,,GW
D4N0138,Bultfontein,BOMOLOPO,-25.8052,25.8408,T,1976/07/30,,GW
D4N0139,Uitgevonden,BOMOLOPO,-25.95114,26.08372,T,1977/02/11,,GW
D4N0140,Uitgevonden,BOMOLOPO,-25.977,26.0912,F,1976/01/22,2017/04/20,GW
D4N0141,Ruigtelaagte ptn. Ruiglaagte,BOMOLOPO,-25.95958,26.13483,F,1976/02/11,2014/05/21,GW
D4N0142,Klipkuil,BOMOLOPO,-25.89728,26.17186,F,1975/12/11,2016/05/10,GW
D4N0143,Wonderfontein,BOMOLOPO,-25.8923,26.1573,F,1977/02/11,2014/09/30,GW
D4N0144,Wonderfontein,BOMOLOPO,-25.85,26.15416667,F,1976/11/15,1984/05/17,GW
D4N0145,Trekdrift,BOMOLOPO,-25.894,26.029,T,1976/03/29,,GW
D4N0146,mallepoos oog alias Nooitgedacht,BOMOLOPO,-25.88553,26.01967,F,1976/04/13,2011/11/30,GW
D4N0147,Mallepoos Oog alias Nooitgedach,BOMOLOPO,-25.89425,26.05733,F,1977/01/21,2015/06/24,GW
D4N0148,Malllepoos Oog alias Nooitgedacht,BOMOLOPO,-25.87164,26.04586,T,1976/09/19,,GW
D4N0520,Skuinsvlakte,DELARAY,-26.55,25.41666667,F,1970/10/29,1990/07/21,GW
D4N0521,Bulpan,DELARAY,-26.63305556,25.35,F,1971/03/29,2009/06/20,GW
D4N0522,Boschkopje Ptn. Boschkoppie,POLFONTEIN,-26.65,25.41666667,F,1969/03/19,1999/03/03,GW
D4N0524,Schuins Vlakte,LICHTENBURG,-26.55,25.35,F,1970/08/30,1971/06/30,GW
D4N0653,Bulpan,DELARAY,-26.6,25.335,F,1985/11/05,1992/02/01,GW
D4N0660,Blesbokpan,DELARAY,-26.79966667,25.3760556,T,1982/11/24,,GW
D4N0661,Blesbokpan,SANNIESHOF,-26.81944444,25.39138889,F,1985/11/05,1998/10/28,GW
D4N0665,Weltevreden,BOMOLOPO,-25.92525,25.86414,T,1981/11/10,,GW
D4N0675,Grootfontein,BOMOLOPO,-25.93305556,25.8875,F,1983/11/22,2003/01/22,GW
D4N0685,Olifantshoek,BOMOLOPO,-25.86861111,25.98861111,F,1985/04/13,2012/11/17,GW
D4N0686,Vaalkoppie ptn. Vaalkoppie,BOMOLOPO,-25.86797,25.98308,F,1985/03/14,2012/11/19,GW
D4N0687,Vaalkoppie ptn. Vaalkoppie,BOMOLOPO,-25.89281,25.96578,F,1985/03/14,2012/01/17,GW
D4N0688,Vaalkoppie ptn. Vaalkoppie,BOMOLOPO,-25.86242,25.96489,F,1985/03/14,2015/12/03,GW
D4N0690,Doornplaat,VENTERSDORP,-26.79416667,26.87055556,F,1985/03/14,1986/07/31,GW
D4N0693,Grootfontein,BOMOLOPO,-25.93333333,25.88305556,F,1985/03/14,1987/03/31,GW
D4N0694,Valleifontein,BOMOLOPO,-25.935,25.82194444,F,1980/06/11,2005/01/15,GW
D4N0697,Valleifontein ptn. Valleifontein,BOMOLOPO,-25.91886,25.86183,F,1983/01/03,2009/02/23,GW
D4N0815,Kliplaagte,BOMOLOPO,-26.01388889,25.93138889,F,1983/08/29,1989/05/18,GW
D4N0816,Kliplaagte,BOMOLOPO,-26.01416667,25.93111111,F,1983/08/22,1998/07/15,GW
