#STATION,STNAME,SHORTNAME,LATITUDE,LONGITUDE,ACTIVE,COMMENCE,CEASE,STNTYPE
A1N0001,Tweefontein,BOMOLOPO,-25.54972222,25.9275,F,1977/01/21,2011/09/27,GW
A1N0002,Tweefontein,BOMOLOPO,-25.55027778,25.91527778,F,1977/01/21,2011/09/27,GW
A1N0003,Stinkhoutboom,BOMOLOPO,-25.52058328,25.91963408,F,1977/02/18,2000/06/30,GW
A2N0008,Pienaarsrivier Nedersetting,WARMBATHS,-25.225,28.29138889,F,1962/10/03,1972/06/13,GW
A2N0009,Pienaarsrivier Nedersetting,WARMBATHS,-25.21666667,28.3,F,1967/02/28,1973/04/05,GW
A2N0013,Boschfontein,KROONDAL,-25.77916667,27.25416667,F,1966/12/21,1973/10/03,GW
A2N0014,Modderfontein,Kroondal,-25.78279,27.32712,T,1966/12/21,,GW
A2N0015,Oorzaak,KROONDAL,-25.74416667,27.30277778,F,1967/01/24,1998/10/23,GW
A2N0016,Modderfontein,KROONDAL,-25.775,27.29555556,F,1966/12/21,2001/05/14,GW
A2N0017,Spruitfontein,Kroondal,-25.76287,27.32146,F,1966/12/23,2017/03/20,GW
A2N0018,Paardekraal,KROONDAL,-25.60058128,27.27967375,F,1963/05/21,1968/11/20,GW
A2N0019,Waterval,KROONDAL,-25.67555556,27.30833333,F,1966/12/21,1972/03/22,GW
A2N0020,Waterkloof,KROONDAL,-25.69694444,27.30416667,F,1966/11/21,1980/05/27,GW
A2N0021,Waterval,KROONDAL,-25.7,27.26666667,F,1966/12/21,1987/04/07,GW
A2N0023,Paardekraal,KROONDAL,-25.61666667,27.275,F,1967/01/23,1977/07/25,GW
A2N0024,Waterval Rustenburg,KROONDAL,-25.7,27.33305556,F,1967/01/23,1968/12/20,GW
A2N0025,Rooikoppies,KROONDAL,-25.71666667,27.46666667,F,1967/01/23,1972/05/03,GW
A2N0027,Oorzaak,KROONDAL,-25.74416667,27.30277778,F,1967/01/23,1970/11/23,GW
A2N0028,Kroondal,KROONDAL,-25.72333333,27.31805556,F,1964/11/12,1985/03/11,GW
A2N0029,Modderfontein,Kroondal,-25.75881,27.42864,T,1967/01/24,,GW
A2N0032,Spruitfontein,BEAUTY,-25.77057061,27.42967769,F,1967/01/24,1972/07/05,GW
A2N0033,Spruitfontein,VENTERSDORP,-25.77057061,27.42967769,F,1967/01/23,1980/04/29,GW
A2N0034,Rietondale,Pretoria,-25.72929,28.23018,T,1966/12/19,,GW
A2N0035,Rietondale,Pretoria,-25.73,28.23,F,1966/12/19,2010/06/02,GW
A2N0036,Rietondale,Pretoria,-25.73616,28.23721,F,1966/12/19,1981/06/22,GW
A2N0037,Rietondale,Pretoria,-25.73256,28.24027,F,1966/12/19,1979/05/22,GW
A2N0038,Rietondale,Pretoria,-25.73391,28.23832,F,1963/02/04,2009/01/28,GW
A2N0039,Rietondale,Pretoria,-25.72978,28.23693,F,1967/01/24,1979/09/18,GW
A2N0040,Rietondale,Pretoria,-25.73172,28.23693,F,1966/12/19,1979/09/18,GW
A2N0041,Rietondale,Pretoria,-25.71728,28.21638,F,1962/03/08,1968/11/06,GW
A2N0042,Rietondale,Pretoria,-25.72978,28.22471,F,1965/05/25,1966/08/19,GW
A2N0043,Spruitfontein,KROONDAL,-25.71057447,27.42967786,F,1966/12/29,2002/05/29,GW
A2N0044,Rooikoppies,KROONDAL,-25.70057525,27.47967936,F,1966/12/21,1972/05/29,GW
A2N0045,Swartkoppies,Kroondal,-25.66186,27.47703,F,1986/01/20,2014/03/27,GW
A2N0046,Zeekoeigat,Pretoria,-25.62561,28.33582,F,1967/01/24,1974/01/07,GW
A2N0047,Zandfontein,Pretoria,-25.69255,28.08304,F,1966/12/19,1969/01/28,GW
A2N0048,Rietondale,Pretoria,-25.71729,28.21638,F,1964/04/29,1966/08/19,GW
A2N0050,Rustenburg,KROONDAL,-25.66666667,27.20805556,F,1962/08/27,1966/09/12,GW
A2N0051,Klipvoordam,KROONDAL,-25.13305556,27.81666667,F,1969/11/29,1973/01/17,GW
A2N0052,Klipvoordam Pienaarsrivier,KROONDAL,-25.13305556,27.825,F,1971/02/08,1976/08/01,GW
A2N0053,Scheerpoort,WARMBATHS,-25.8,27.76666667,F,1971/08/10,1974/03/11,GW
A2N0054,Scheerpoort,WARMBATHS,-25.8,27.76666667,F,1971/04/27,1974/02/08,GW
A2N0055,Houthaalboomen Ged. Houthaalbomen,BOMOLOPO,-26.07055556,26.10166667,F,1973/08/10,1974/07/02,GW
A2N0059,Magazynskraal,THABAZIMBI,-25.1,27.08305556,F,1963/09/10,1968/10/22,GW
A2N0062,Rustenburg,KROONDAL,-25.66666667,27.20805556,F,1962/09/12,1966/11/07,GW
A2N0063,Waterval Ged. Delcliff,KROONDAL,-25.69472222,27.25083333,F,1976/07/13,2002/05/29,GW
A2N0064,Paardekraal,KROONDAL,-25.60277778,27.27222222,F,1976/07/08,1984/05/07,GW
A2N0065,Rietfontein,KROONDAL,-25.73222222,27.3675,F,1976/07/12,1978/04/17,GW
A2N0070,Rustenburg,KROONDAL,-25.66666667,27.20805556,F,1963/05/21,1964/12/10,GW
A2N0072,Rooikoppies,KROONDAL,-25.70005775,27.47967936,F,1964/04/20,1966/02/24,GW
A2N0073,Elandslaagte,DINOKANA,-25.15,26.58305556,F,1963/12/04,1967/01/03,GW
A2N0087,Liverpool,Thabazimbi,-25.90611111,27.52305556,T,1976/06/22,,GW
A2N0088,Nooitgedacht,Thabazimbi,-25.06286,27.519,F,1976/06/22,2000/07/18,GW
A2N0097,Spruitfontein,Kroondal,-25.75894,27.43302,F,1980/08/07,2010/06/02,GW
A2N0103,Moedersbond,Pretoria,-25.66728,28.24971,F,1978/06/19,1993/09/23,GW
A2N0110,Nooitgedacht,Thabazimbi,-25.03683,27.52091,F,1981/01/13,1994/05/02,GW
A2N0111,Vaalkop,THABAZIMBI,-25.18055556,27.56805556,F,1981/01/13,1986/06/11,GW
A2N0112,Vaalkop,THABAZIMBI,-25.17916667,27.57333333,F,1981/01/13,1986/02/21,GW
A2N0119,Rietvallei,Rietvallei,-25.91312,28.30208,T,1984/10/10,,GW
A2N0121,Rietvallei,Rietvallei,-25.90417,28.31663,T,1984/04/25,,GW
A2N0122,Rietvallei,Rietvallei,-25.90561,28.30804,F,1984/03/23,2005/05/23,GW
A2N0123,Rietvallei,Rietvallei,-25.89871,28.30042,F,1984/04/03,2006/06/15,GW
A2N0124,Rietvallei,Rietvallei,-25.89463,28.30693,T,1984/04/01,,GW
A2N0125,Rietvallei,Rietvallei,-25.89062,28.31567,T,1984/05/28,,GW
A2N0126,Rietvallei,Rietvallei,-25.89172,28.31859,F,1984/06/27,2010/06/02,GW
A2N0127,Rietvallei,Rietvallei,-25.87561,28.31277,F,1984/07/05,1987/12/22,GW
A2N0128,Rietvallei,Rietvallei,-25.86756,28.3136,F,1984/07/09,1986/09/04,GW
A2N0129,Rietvallei,Rietvallei,-25.88977,28.31443,F,1984/07/20,2005/05/23,GW
A2N0130,Rietvallei,Rietvallei,-25.87617,28.31916,F,1984/07/26,1990/04/04,GW
A2N0131,Rietvallei,Rietvallei,-25.80466,28.32411,T,1984/09/18,,GW
A2N0132,Rietvallei,Rietvallei,-25.89394,28.29971,F,1984/09/25,2010/06/02,GW
A2N0133,Rietvallei,Rietvallei,-25.89394,28.30165,F,1984/10/03,1998/07/22,GW
A2N0134,Rietvallei,Rietvallei,-25.91311,28.30749,F,1984/10/24,1999/11/05,GW
A2N0135,Rietvallei,Rietvallei,-25.89861111,28.30277778,F,1984/07/27,1986/11/11,GW
A2N0136,Rietvallei,Rietvallei,-25.89644,28.30513,T,1984/08/24,,GW
A2N0137,Rietvallei,Rietvallei,-25.89422,28.30665,F,1984/08/24,1987/11/11,GW
A2N0138,Rietvallei,Rietvallei,-25.90597,28.31659,T,1984/08/30,,GW
A2N0139,Rietvallei,Rietvallei,-25.90325,28.31713,T,1984/08/30,,GW
A2N0140,Rietvallei,Rietvallei,-25.90533,28.31666,F,1984/09/07,1986/11/11,GW
A2N0141,Rietvallei,Rietvallei,-25.90527,28.30511,T,1984/09/15,,GW
A2N0142,Rietvallei,Rietvallei,-25.90999,28.3061,T,1984/09/24,,GW
A2N0143,Rietvallei,Rietvallei,-25.88564,28.31074,T,1984/10/04,,GW
A2N0144,Rietvallei,Rietvallei,-25.89588,28.3111,F,1984/10/18,1986/11/11,GW
A2N0145,Rietvallei,Rietvallei,-25.90912,28.31657,T,1984/10/29,,GW
A2N0146,Rietvallei,Rietvallei,-25.89291,28.32166,T,1984/11/09,,GW
A2N0147,Rietvallei,Oos Rand,-25.87561,28.31582,F,1984/11/29,1996/01/04,GW
A2N0148,Rietvallei,Oos Rand,-25.86894,28.31527,F,1984/12/13,1988/02/23,GW
A2N0201,Kleinfontein,Ventersdorp,-25.87689,26.89217,T,1986/09/24,,GW
A2N0202,Klipdal,Ventersdorp,-25.92001,28.50054,F,1986/09/24,2015/03/03,GW
A2N0502,Waterkloof Buiteklub,Pretoria,-25.78305556,28.25,F,1976/05/19,1979/10/16,GW
A2N0504,Waterkloof Buiteklub,Pretoria,-25.78394,28.24972,F,1953/07/22,1957/07/06,GW
A2N0514,Elandskuil,DINOKANA,-25.05,26.78305556,F,1964/01/23,1972/04/17,GW
A2N0516,Koster En Turn,THABAZIMBI,-25.86666667,26.88305556,F,1969/05/01,1971/10/12,GW
A2N0517,Koster Skougronde-Kleinfontein,THABAZIMBI,-25.86666667,26.9,F,1969/05/01,1971/10/12,GW
A2N0518,Johannesburg Watertoring,Oos Rand,-26.01666667,28.25138889,F,1968/09/16,1971/07/05,GW
A2N0519,Kop Dam,Oos Rand,-26.01722,28.24942,F,1965/08/02,1968/10/07,GW
A2N0520,Kop Dam,Oos Rand,-26.01722,28.24943,F,1965/09/14,1968/10/08,GW
A2N0521,Kop,Oos Rand,-26.01723,28.24942,F,1965/08/19,1968/10/07,GW
A2N0523,De Put Ged. De Put,Thabazimbi,-25.01166667,27.27055556,F,1986/10/06,1991/04/06,GW
A2N0524,Rietondale,Pretoria,-25.73142,28.23201,T,1983/03/09,,GW
A2N0525,Presidentswoning,Pretoria,-25.73991,28.2302,F,1971/09/07,2007/07/18,GW
A2N0526,Unionbuilding,Pretoria,-25.74062,28.23241,T,1970/03/31,,GW
A2N0527,Pretoria,Pretoria,-25.76728,28.19971,F,1969/03/12,1972/08/08,GW
A2N0528,Valhalla,Pretoria,-25.83098,28.15632,T,1954/10/13,,GW
A2N0529,Olifantsfontein,Centurion,-25.96728,28.23304,F,1957/12/19,1961/12/13,GW
A2N0530,Olifantsfontein,Centurion,-25.95061,28.21582,F,1957/12/19,1961/11/17,GW
A2N0531,Pretoria Ptn Waterkloof,Pretoria,-25.81728,28.2502,F,1966/10/14,1969/09/12,GW
A2N0532,Onderstepoort,Pretoria,-25.55033,28.12471,F,1955/03/03,1960/05/12,GW
A2N0533,Waterwese,Pretoria,-25.71728,28.16638,F,1955/03/10,1960/05/05,GW
A2N0534,Rietondale,Pretoria,-25.72634,28.23282,T,1994/01/01,,GW
A2N0535,Waterkloof Buiteklub,Pretoria,-25.78359,28.25456,T,1984/05/17,,GW
A2N0536,Koedoespruit,THABAZIMBI,-25.16666667,27.25277778,F,1963/09/10,1968/10/22,GW
A2N0537,Hartebeesthoek,Pretoria,-25.63394,28.08304,F,1954/08/17,1956/11/09,GW
A2N0538,Hartebeesthoek,Pretoria,-25.63395,28.08444,F,1955/03/02,1969/11/24,GW
A2N0539,Hartebeesthoek,Pretoria,-25.63394,28.08443,F,1954/08/17,1958/10/17,GW
A2N0541,Sonop Brits,BOMOLOPO,-25.63305556,25.66666667,F,1974/04/04,1977/03/14,GW
A2N0542,Sonop Brits,BOMOLOPO,-25.63305556,25.66666667,F,1974/04/04,1977/03/14,GW
A2N0543,Waterkloof Buiteklub,Pretoria,-25.78313,28.25181,T,1976/05/21,,GW
A2N0544,Rosslyn,Pretoria,-25.61667,28.08306,F,1953/11/01,1954/08/18,GW
A2N0545,Rosslyn,Pretoria,-25.61728,28.08305,F,1955/03/24,1956/04/09,GW
A2N0546,Rosslyn,Pretoria,-25.6173,28.08304,F,1953/11/20,1955/10/26,GW
A2N0549,Kop Waste Dump,Oos Rand,-26.01722,28.24944,F,1965/08/25,1968/09/16,GW
A2N0550,Kop Dam,Oos Rand,-26.01666667,28.24944444,F,1965/08/19,1968/10/08,GW
A2N0551,Kop Dam,Oos Rand,-26.01666667,28.24972222,F,1965/09/14,1967/06/20,GW
A2N0552,Clubview,Pretoria,-25.82623,28.17165,F,1984/12/03,2015/04/14,GW
A2N0553,Vlakplaats,TARLTON,-26.06867,27.64697,T,1985/04/22,,GW
A2N0554,Delarey,TARLTON,-26.05302,27.62917,F,1985/03/06,2014/10/22,GW
A2N0555,Reydal,Tarlton,-26.04819,27.63946,F,1985/03/19,2009/11/26,GW
A2N0556,Reydal,Tarlton,-26.05231,27.65417,F,1985/03/06,2016/02/17,GW
A2N0557,Reydal,Tarlton,-26.04601,27.64915,F,1985/02/19,2009/11/26,GW
A2N0558,Malony's Eye ptn Maloney's Eye Trout (Pty) Ltd,Tarlton,-26.02673,27.56567,T,1985/05/12,,GW
A2N0559,Malony's Eye ptn Maloney's Eye Trout (Pty) Ltd,Tarlton,-26.0257,27.56512,T,1985/05/12,,GW
A2N0560,Delarey ptn Magaliesberg Gliding Club,Tarlton,-26.04143,27.58803,F,1985/12/02,2009/11/26,GW
A2N0561,Delarey ptn Magaliesberg Gliding Club,Tarlton,-26.04387,27.59828,F,1985/11/20,2009/11/26,GW
A2N0562,Wolvekrans ptn Wolvekrans Farm Enterprises,Tarlton,-26.07665,27.54689,F,1985/11/12,2009/11/26,GW
A2N0563,Wolvekrans ptn Wolvekrans Farm Enterprises,Tarlton,-26.04796,27.57273,F,1985/08/12,2010/06/02,GW
A2N0564,Wolvekrans ptn Wolvekrans Farm Enterprises,Tarlton,-26.07832,27.54745,F,1985/11/05,2009/11/26,GW
A2N0565,Wolvekrans ptn Wolvekrans Farm Enterprises,Tarlton,-26.07643,27.57467,F,1985/09/24,2010/06/02,GW
A2N0566,Wolvekrans Ged. Wolvekrans Farm Enterprises,TARLTON,-26.07665,27.57651,T,1985/09/05,,GW
A2N0567,Wolvekrans Ged. Wolvekrans Farm Enterprises,TARLTON,-26.07711,27.57643,T,1985/09/12,,GW
A2N0568,Wolvekrans ptn Wolvekrans Farm Enterprises,Tarlton,-26.09776,27.57742,F,1985/08/16,2010/06/02,GW
A2N0569,Groenplaats,Tarlton,-26.09134,27.60041,F,1985/03/22,2010/06/02,GW
A2N0570,Groenplaats,Tarlton,-26.10019,27.60231,F,1985/03/19,2010/06/02,GW
A2N0571,Vlakplaats,TARLTON,-26.07415,27.62232,F,1985/04/01,2016/01/07,GW
A2N0572,Delarey,TARLTON,-26.07336,27.60336,T,1985/03/02,,GW
A2N0573,Vlakplaats,TARLTON,-26.07671,27.61508,T,1985/04/15,,GW
A2N0574,Vlakplaats,TARLTON,-26.08229,27.6175,F,1985/03/15,1993/09/16,GW
A2N0575,Vlakplaats,Tarlton,-26.09038,27.62438,F,1985/03/14,2010/06/02,GW
A2N0577,Vlakplaats,Tarlton,-26.08149,27.64213,F,1985/04/17,2010/06/02,GW
A2N0578,Vlakplaats,Tarlton,-26.08238,27.65139,F,1985/03/25,1993/09/14,GW
A2N0579,Vlakplaats Ged. Eldorado,TARLTON,-26.10224,27.66026,F,1985/03/04,2016/02/17,GW
A2N0580,Vlakplaas ptn Eldorado Agricultural Holdings,Tarlton,-26.09479,27.66543,T,1985/04/15,,GW
A2N0581,Vlakplaats ptn Eljeesee,Tarlton,-26.07937,27.66627,F,1985/03/04,2010/06/02,GW
A2N0582,Sterkfontein Ged. Helderblom Landbouhoewes,TARLTON,-26.08917,27.69638,F,1985/02/28,2010/12/23,GW
A2N0585,Sterkfontein,TARLTON,-26.04972222,27.69444444,F,1985/02/08,1991/10/12,GW
A2N0588,Sterkfontein,TARLTON,-26.03694444,27.70916667,F,1985/02/21,1987/06/17,GW
A2N0589,Sterkfontein,TARLTON,-26.01611111,27.70805556,F,1985/03/01,2010/06/02,GW
A2N0590,Sterkfontein,TARLTON,-26.02493,27.71496,T,1985/02/26,,GW
A2N0591,Sterkfontein,TARLTON,-26.0225,27.69944444,F,1985/02/01,2012/02/01,GW
A2N0592,Sterkfontein,TARLTON,-26.03135,27.69751,T,1985/01/24,,GW
A2N0593,Sterkfontein,TARLTON,-26.0225,27.68888889,F,1985/01/17,2000/09/13,GW
A2N0594,Sterkfontein,TARLTON,-26.03416667,27.68222222,F,1985/01/12,2010/06/02,GW
A2N0595,Sterkfontein,TARLTON,-26.04611111,27.67861111,F,1985/01/16,1988/02/09,GW
A2N0596,Vlakdrift,TARLTON,-26.05055556,27.67222222,F,1985/01/12,2009/05/26,GW
A2N0597,Sterkfontein,TARLTON,-26.10227,27.66028,F,1985/01/31,1988/02/09,GW
A2N0598,Vlakdrift,TARLTON,-26.06055556,27.67444444,F,1985/02/05,2010/06/02,GW
A2N0599,Vlakdrift,TARLTON,-26.065,27.66638889,F,1985/02/25,1989/08/08,GW
A2N0601,Sterkfontein,TARLTON,-26.025,27.70805556,F,1987/06/11,2005/10/24,GW
A2N0602,Sterkfontein,TARLTON,-26.02769,27.70514,T,1987/05/19,,GW
A2N0603,Sterkfontein,TARLTON,-26.02666667,27.7025,F,1987/05/26,2010/06/02,GW
A2N0604,Sterkfontein,TARLTON,-26.02527778,27.69111111,F,1987/05/19,2010/06/02,GW
A2N0605,Sterkfontein,TARLTON,-26.02974,27.68754,F,1987/07/10,2015/11/18,GW
A2N0606,Sterkfontein,TARLTON,-26.03251,27.6843,T,1987/08/05,,GW
A2N0607,Sterkfontein,TARLTON,-26.0316,27.68226,T,1987/07/18,,GW
A2N0608,Wolvekrans,TARLTON,-26.08549,27.5976,F,1987/05/26,2010/11/25,GW
A2N0609,Wolvekrans,TARLTON,-26.08638889,27.59083333,F,1987/04/30,2010/06/02,GW
A2N0610,Wolvekrans,TARLTON,-26.08706,27.58199,T,1987/04/24,,GW
A2N0611,Wolvekrans,WESRAND,-26.08416667,27.57916667,F,1987/06/02,2009/11/26,GW
A2N0612,Wolvekrans,TARLTON,-26.08129,27.57433,T,1987/07/01,,GW
A2N0613,Wolvekrans,TARLTON,-26.07916667,27.57638889,F,1987/06/16,2009/11/26,GW
A2N0614,Wolvekrans,TARLTON,-26.0818,27.57062,T,1987/05/20,,GW
A2N0615,Wolvekrans,TARLTON,-26.08122,27.56661,T,1987/07/15,,GW
A2N0616,Wolvekrans,TARLTON,-26.08089,27.56255,T,1987/06/05,,GW
A2N0617,Wolvekrans,TARLTON,-26.09555556,27.57861111,F,1987/04/28,2010/06/02,GW
A2N0618,Groenplaats,TARLTON,-26.105,27.59333333,F,1987/06/12,2009/11/25,GW
A2N0619,Groenplaats,TARLTON,-26.1025,27.59833333,F,1987/07/22,2010/06/02,GW
A2N0620,Sterkfontein,Kempton,-25.95318,28.26356,F,1987/10/01,2012/08/02,GW
A2N0621,Sterkfontein,Kempton,-25.96005,28.26916,F,1987/08/21,2010/06/02,GW
A2N0622,Sterkfontein,Kempton,-25.95061,28.26777,F,1987/10/21,1988/06/01,GW
A2N0623,Hartebeestfontein,Kempton,-25.97175,28.27739,F,1987/11/06,2010/06/02,GW
A2N0624,Sterkfontein,Kempton,-25.96749,28.25986,T,1987/07/28,,GW
A2N0625,Sterkfontein,Kempton,-25.96,28.25111,F,1987/07/20,2012/02/28,GW
A2N0626,Olifantsfontein,Kempton,-25.96958,28.22311,F,1987/09/11,1999/11/11,GW
A2N0627,Hartebeestfontein,Kempton,-25.99584,28.25075,T,1987/08/31,,GW
A2N0628,Witfontein,Kempton,-26.04779,28.28721,T,1987/08/03,,GW
A2N0629,Witfontein,Kempton,-26.05749,28.28831,F,1987/08/17,2010/06/02,GW
A2N0630,Witfontein,Kempton,-26.0461,28.29664,F,1987/09/12,1998/09/07,GW
A2N0631,Hartebeesfontein,Kempton,-26.01709,28.28347,T,1987/10/29,,GW
A2N0632,Hartebeesfontein,Kempton,-26.01064,28.29835,T,1978/10/16,,GW
A2N0633,Hartebeestfontein,Kempton,-25.99394,28.2966,F,1987/10/20,1998/03/10,GW
A2N0634,Hartebeesfontein,Kempton,-26.04534,28.31633,T,1987/09/21,,GW
A2N0635,Pretoria Ged. Groenkloof,PRETORIA,-25.78583333,28.18444444,F,1984/12/14,1990/01/15,GW
A2N0636,Pretoria Ged. Groenkloof,PRETORIA,-25.79277778,28.17222222,F,1984/12/05,1988/05/08,GW
A2N0637,Pretoria Ged. Groenkloof,PRETORIA,-25.79078,28.20946,T,1984/09/07,,GW
A2N0638,Pretoria Ged. Groenkloof,PRETORIA,-25.79256,28.21031,T,1984/09/25,,GW
A2N0639,Pretoria Ged. Groenkloof,PRETORIA,-25.79555556,28.21666667,F,1984/09/13,1996/09/11,GW
A2N0640,Pretoria Ged. Groenkloof,PRETORIA,-25.79005,28.20165,T,1984/12/03,,GW
A2N0641,Pretoria Ged. Groenkloof,PRETORIA,-25.79848,28.2186,T,1984/11/30,,GW
A2N0642,Pretoria Ged. Groenkloof,PRETORIA,-25.80399,28.20285,T,1984/12/27,,GW
A2N0643,Pretoria Ged. Voortrekkerhoogte,RIETVALLEI,-25.78472222,28.1175,F,1984/08/06,1990/08/15,GW
A2N0644,Erasmia,Pretoria,-25.81033,28.10388,F,1984/08/11,1990/01/15,GW
A2N0645,Erasmia,Pretoria,-25.81083333,28.10138889,F,1984/08/22,1990/01/19,GW
A2N0646,Valhalla,Pretoria,-25.802,28.16221,F,1984/09/25,1996/07/03,GW
A2N0647,Valhalla,Pretoria,-25.80956,28.15259,T,1984/09/07,,GW
A2N0651,Schurweplaas,Pretoria,-25.79005,28.0636,F,1984/07/27,1990/08/15,GW
A2N0656,Zwartkop,Pretoria,-25.81709,28.11689,T,1984/07/19,,GW
A2N0657,Zwartkop,Pretoria,-25.82273,28.12037,T,1984/07/24,,GW
A2N0658,Voortrekkerhoogte,Pretoria,-25.82321,28.11904,T,1986/08/03,,GW
A2N0659,Voortrekkerhoogte,Pretoria,-25.82532,28.12048,T,1984/09/20,,GW
A2N0660,Voortrekkerhoogte,Pretoria,-25.8282,28.11938,T,1984/09/20,,GW
A2N0664,Zwartkop,Pretoria,-25.82145,28.14276,F,1984/11/20,1990/08/15,GW
A2N0666,Zwartkop,Pretoria,-25.8225,28.13888889,F,1984/07/30,1988/08/03,GW
A2N0667,Zwartkop,Pretoria,-25.82006,28.17194,F,1984/10/01,1988/09/08,GW
A2N0668,Zwartkop,Pretoria,-25.82222,28.17639,F,1984/12/21,1996/07/03,GW
A2N0669,Zwartkop,Pretoria,-25.82733,28.11577,F,1988/09/08,2011/09/05,GW
A2N0670,Zwartkop,Pretoria,-25.82738,28.11574,T,1984/11/25,,GW
A2N0672,Zwartkop,Pretoria,-25.86728,28.18304,F,1985/01/18,1999/05/11,GW
A2N0673,Zwartkop,Pretoria,-25.86732,28.18304,F,1984/12/05,1997/06/12,GW
A2N0674,Zwartkop,Pretoria,-25.83375,28.11714,F,1984/11/27,,GW
A2N0675,Doringkloof Ptn 106,Centurion,-25.88256,28.25248,F,1987/06/23,1999/06/01,GW
A2N0676,Doringkloof Ptn 106,Centurion,-25.88305,28.25274,T,1987/09/16,,GW
A2N0677,Doringkloof Ptn 107,Centurion,-25.885672,28.25332,F,1986/06/15,2003/08/06,GW
A2N0678,Doringkloof Ptn 5,Centurion,-25.86994,28.25591,T,1987/05/21,,GW
A2N0679,Doringkloof Ptn 5,Centurion,-25.87099,28.25073,T,1986/06/15,,GW
A2N0680,Doringkloof,Centurion,-25.87666,28.24858,T,1987/10/16,,GW
A2N0681,Doringkloof Ptn 5,Centurion,-25.87839,28.2511,F,1987/10/26,1999/07/26,GW
A2N0682,Doringkloof Ptn 5,Centurion,-25.85977,28.24555556,F,1986/06/15,2010/07/27,GW
A2N0683,Doringkloof Ptn 5,Centurion,-25.85755,28.23304,F,1986/06/15,1993/01/19,GW
A2N0684,Doringkloof Ptn 5,Centurion,-25.87644,28.23332,F,1987/07/21,2010/06/02,GW
A2N0685,Doringkloof Ptn 1,Centurion,-25.86753,28.22591,F,1986/06/15,2011/03/31,GW
A2N0686,Doringkloof Ptn 2,Centurion,-25.88889,28.20861111,F,1987/07/23,2010/06/02,GW
A2N0687,Doringkloof Ptn 2,Kempton,-25.93659,28.24642,T,1986/06/15,,GW
A2N0688,Doringkloof Ptn 41,Centurion,-25.8932,28.21009,F,1987/07/11,2011/12/08,GW
A2N0689,Doringkloof Ptn 150,Centurion,-25.87894,28.19832,F,1986/06/15,1998/03/11,GW
A2N0690,Doringkloof Ptn 150,Kempton,-25.88005,28.19554,F,1986/06/15,2010/06/02,GW
A2N0691,Doringkloof Ptn 150,Centurion,-25.88061,28.201665,F,1987/08/04,2010/07/27,GW
A2N0692,Doringkloof Ptn 41,Centurion,-25.89987,28.21089,T,1986/06/15,,GW
A2N0693,Doringkloof Ptn 15,Centurion,-25.90671,28.23907,T,1986/06/15,,GW
A2N0694,Doringkloof Ptn 113,Centurion,-25.91269,28.24444,F,1987/07/06,,GW
A2N0695,Doringkloof Ptn 113,Centurion,-25.91254,28.24396,F,1987/08/11,2012/03/28,GW
A2N0696,Olifantsfontein,Centurion,-25.92811,28.21916,F,1986/06/15,1992/05/19,GW
A2N0697,Olifantsfontein,Centurion,-25.93533,28.23109,F,1986/06/15,1989/02/15,GW
A2N0698,Doringkloof Ptn 113,Centurion,-25.92284,28.26138,F,1987/08/04,2008/09/30,GW
A2N0699,Doringkloof Ptn 113,Centurion,-25.91284,28.23803,T,1986/06/15,,GW
A2N0700,Zwartkop,Pretoria,-25.83117,28.11694,F,1986/06/15,2010/06/02,GW
A2N0701,Grootfontein,Oos Rand,-25.92561,28.3611,F,1987/10/10,2010/06/02,GW
A2N0702,Grootfontein,Oos Rand,-25.93348,28.36273,T,1987/11/10,,GW
A2N0703,Grootfontein,Oos Rand,-25.94173,28.36814,F,1987/10/10,,GW
A2N0704,Grootfontein,Oos Rand,-25.93619,28.35331,T,1987/11/11,,GW
A2N0705,Grootfontein,Oos Rand,-25.94198,28.35479,T,1987/11/11,,GW
A2N0706,Grootfontein,Oos Rand,-25.94736,28.35555,T,1987/10/07,,GW
A2N0707,Grootfontein,Oos Rand,-25.95124,28.34223,T,1986/01/29,,GW
A2N0708,Witkoppies,Oos Rand,-25.94033,28.32001,F,1985/12/04,2009/12/15,GW
A2N0709,Witkoppies,Oos Rand,-25.94436,28.31309,T,1985/12/11,,GW
A2N0710,Bronkhorstfontein,Oos Rand,-26.03207,28.41093,T,1987/05/25,,GW
A2N0711,Bronkhorstfontein,Oos Rand,-26.02954,28.41767,F,1988/08/15,2011/12/06,GW
A2N0712,Bronkhorstfontein,Oos Rand,-26.01529,28.434,F,1985/12/29,2012/02/07,GW
A2N0713,Witkoppies,Oos Rand,-25.93025,28.31119,T,1985/12/02,,GW
A2N0714,Grootfontein,Oos Rand,-25.91735,28.33772,T,1986/01/25,,GW
A2N0715,Elandsfontein,Oos Rand,-25.96869,28.33114,T,1986/02/07,,GW
A2N0716,Sterkfontein,Kempton,-25.93672,28.24415,F,1986/02/20,1995/05/25,GW
A2N0717,Rietvallei,Rietvallei,-25.89368,28.30019,F,1984/10/05,2010/04/28,GW
A2N0725,Slachtkraal,KROONDAL,-25.21666667,27.55277778,F,1977/08/16,1980/03/26,GW
A2N0729,Rietvallei,Rietvallei,-25.90504,28.31459,T,1984/09/14,,GW
A2N0749,Delarey,TARLTON,-26.06055556,27.60861111,F,1985/03/06,1986/07/17,GW
A2N0750,Vlakplaats,WESRAND,-26.08166667,27.65138889,F,1996/10/09,1999/01/29,GW
