Latitude,Longitude
-25.7717,27.9619
-26.0495,27.5381
-25.9442,27.6908
-26.0818,27.6701
-26.05,27.8052
-25.8221,26.4695
-25.9059,27.6099
-25.918,27.4536
-25.675,26.20222
-25.8406,28.1355
-26.1309,27.9074
-25.4991,28.0814
-26.0615,27.6097
-26.0615,27.6097
-25.7541,27.7873
-25.9937,28.4485
